Patente|Pedimento|SeccionAduanera|NumContenedor|TipoContenedor|FechaPagoReal
1680|5035180|800|02AP9J|68|2026-01-19 16:02:02|
1680|6011259|240|TTGX983633|63|2026-01-22 18:35:09|
1680|5000912|240|180404|56|2026-01-14 12:06:02|
1680|5000912|240|526052|56|2026-01-14 12:06:02|
1680|5083929|240|UMXU266010|22|2026-01-19 09:16:02|
1680|5000483|230|531543|56|2026-01-07 16:53:00|
1680|5000912|240|535256|56|2026-01-14 12:06:02|
3949|5104818|071|53414|56|2026-01-07 14:41:01|
1680|5087442|240|UMXU253961|22|2026-01-23 11:10:08|
3129|6000613|240|710983|56|2026-01-21 16:01:11|
1680|5035180|800|531924|56|2026-01-19 16:02:02|
1680|5018472|800|123|60|2026-01-08 15:33:13|
1680|5000866|240|SNLU222491|22|2026-01-27 17:59:02|
3949|5001070|071|5318|56|2026-01-05 17:30:07|
1680|5001378|270|UMXU939334|63|2026-01-08 18:09:02|
1680|5087442|240|UMXU253176|22|2026-01-23 11:10:08|
1680|6024640|240|551394|56|2026-01-28 12:35:14|
1680|5000912|240|53814|56|2026-01-14 12:06:02|
1680|5035180|800|240283|56|2026-01-19 16:02:02|
1680|5083929|240|UMXU267067|22|2026-01-19 09:16:02|
1680|5083929|240|UMXU267953|22|2026-01-19 09:16:02|
1680|5035180|800|309|56|2026-01-19 16:02:02|
1680|5083929|240|UMXU256895|22|2026-01-19 09:16:02|
3949|5104818|071|53900|56|2026-01-07 14:41:01|
1680|5087442|240|UMXU251660|22|2026-01-23 11:10:08|
1680|5000912|240|UMXU234917|22|2026-01-14 12:06:02|
1680|5087442|240|UMXU898634|22|2026-01-23 11:10:08|
1680|6011283|240|TM2530|60|2026-01-30 17:53:04|
1680|5083929|240|UMXU635072|22|2026-01-19 09:16:02|
1680|5083929|240|UMXU256466|22|2026-01-19 09:16:02|
1680|5092145|240|CR631300|63|2026-01-08 09:11:02|
1680|5083929|240|UMXU253474|22|2026-01-19 09:16:02|
1680|6024618|240|53339|56|2026-01-15 19:53:02|
1680|5000912|240|592|56|2026-01-14 12:06:02|
1680|5083929|240|UMXU935117|22|2026-01-19 09:16:02|
1680|5083929|240|UMXU631575|22|2026-01-19 09:16:02|
1680|5083929|240|UMXU634935|22|2026-01-19 09:16:02|
1680|5035180|800|1048|56|2026-01-19 16:02:02|
1680|5000912|240|F1703|56|2026-01-14 12:06:02|
3949|5104818|071|531196|56|2026-01-07 14:41:01|
1680|5083929|240|UMXU265973|22|2026-01-19 09:16:02|
1680|5083929|240|UMXU234342|22|2026-01-19 09:16:02|
3949|5001070|071|5313|56|2026-01-05 17:30:07|
1680|5083929|240|UMXU636052|22|2026-01-19 09:16:02|
3129|5026337|240|1051|56|2026-01-14 09:03:03|
1680|6011251|240|TM2114|60|2026-01-20 17:55:02|
1680|6011235|240|TTGX985691|63|2026-01-14 18:07:09|
1680|5087442|240|UMXU250685|22|2026-01-23 11:10:08|
1680|5000912|240|UMXU932957|22|2026-01-14 12:06:02|
3129|6000613|240|231011MXH|56|2026-01-21 16:01:11|
3949|5000636|672|08|60|2026-01-02 21:15:01|
1680|5001377|270|UMXU935743|63|2026-01-08 18:09:01|
1680|5001377|270|UMXU254821|63|2026-01-08 18:09:01|
3949|5001067|070|UMXU256443|22|2026-01-05 18:07:01|
1680|5000912|240|UMXU933435|22|2026-01-14 12:06:02|
1680|5000912|240|124|56|2026-01-14 12:06:02|
3129|6000613|240|14968MSM|56|2026-01-21 16:01:11|
1680|5035179|800|16102|56|2026-01-07 16:01:01|
1680|5035180|800|53220|56|2026-01-19 16:02:02|
1680|5083929|240|UMXU637041|22|2026-01-19 09:16:02|
3129|5026337|240|T7011|56|2026-01-14 09:03:03|
1680|5035180|800|210563|56|2026-01-19 16:02:02|
1680|5092145|240|AOK494628|63|2026-01-08 09:11:02|
1680|5087442|240|UMXU253177|22|2026-01-23 11:10:08|
1680|5083929|240|UMXU253794|22|2026-01-19 09:16:02|
1680|5000912|240|UMXU237615|22|2026-01-14 12:06:02|
3949|5001067|070|UMXU932349|22|2026-01-05 18:07:01|
1680|5001377|270|UMXU890323|63|2026-01-08 18:09:01|
1680|5001377|270|UMXU253082|63|2026-01-08 18:09:01|
3949|5001067|070|UMXU882753|22|2026-01-05 18:07:01|
3129|6000613|240|53027-2|56|2026-01-21 16:01:11|
1669|5023108|430|MRSU0044854|1|2026-01-06 10:08:00|
3129|5026337|240|W19907|56|2026-01-14 09:03:03|
1680|5092145|240|NKLX400076|63|2026-01-08 09:11:02|
3949|5001068|070|UMXU892073|22|2026-01-05 19:55:00|
1680|5018472|800|1929|60|2026-01-08 15:33:13|
1669|5007056|810|CAAU8975141|3|2026-01-08 12:07:01|
1680|5000827|240|RHR899|56|2026-01-27 11:36:02|
1680|5000283|230|5373|56|2026-01-07 12:44:01|
1680|5083929|240|UMXU259284|22|2026-01-19 09:16:02|
1680|5083929|240|UMXU255335|22|2026-01-19 09:16:02|
3129|6000613|240|SET-113|56|2026-01-21 16:01:11|
3129|6000603|240|5463|56|2026-01-21 12:03:03|
1680|5001377|270|UMXU939334|63|2026-01-08 18:09:01|
1680|5083929|240|UMXU635664|22|2026-01-19 09:16:02|
3129|6000603|240|1270|56|2026-01-21 12:03:03|
3129|6000613|240|5709|56|2026-01-21 16:01:11|
1680|5083929|240|UMXU256549|22|2026-01-19 09:16:02|
1680|5083929|240|UMXU268760|22|2026-01-19 09:16:02|
3949|5001067|070|UMXU256149|22|2026-01-05 18:07:01|
3949|5001068|070|UMXU635268|22|2026-01-05 19:55:00|
1669|6900631|430|BEAU4592857|3|2026-01-13 11:45:01|
1680|5001377|270|UMXU932399|63|2026-01-08 18:09:01|
3949|5104850|071|T142|56|2026-01-09 14:08:01|
1680|5083929|240|UMXU936758|22|2026-01-19 09:16:02|
1680|5087442|240|UMXU254187|22|2026-01-23 11:10:08|
1669|5023108|430|MRSU5734600|3|2026-01-06 10:08:00|
1680|5000912|240|UMXU248402|22|2026-01-14 12:06:02|
3129|5026337|240|710741|56|2026-01-14 09:03:03|
3949|5000636|672|22|60|2026-01-02 21:15:01|
1680|5035180|800|532018|56|2026-01-19 16:02:02|
1680|5035180|800|UMXU248864|22|2026-01-19 16:02:02|
3129|6000613|240|7882|56|2026-01-21 16:01:11|
3949|5104836|071|1888|60|2026-01-09 15:44:01|
3129|5026337|240|11249|56|2026-01-14 09:03:03|
1680|5087442|240|UMXU887071|22|2026-01-23 11:10:08|
3949|5001070|071|5316|56|2026-01-05 17:30:07|
1680|5092146|240|WRWK407004|63|2026-01-07 11:28:01|
3129|5026337|240|D157|56|2026-01-14 09:03:03|
1680|5035180|800|53309|56|2026-01-19 16:02:02|
1680|5087442|240|UMXU889891|22|2026-01-23 11:10:08|
3129|5026337|240|15003MSM|56|2026-01-14 09:03:03|
3575|5000112|110|HLBU1649529|3|2026-01-02 18:15:01|
3129|6000613|240|9807|56|2026-01-21 16:01:11|
3129|6000603|240|9807|56|2026-01-21 12:03:03|
1680|5083929|240|UMXU636798|22|2026-01-19 09:16:02|
1680|5000291|230|Z112|60|2026-01-07 13:58:03|
1680|5035180|800|150942|56|2026-01-19 16:02:02|
3129|6000613|240|M2106|56|2026-01-21 16:01:11|
1680|5083929|240|UMXU931046|22|2026-01-19 09:16:02|
1680|5087442|240|UMXU255780|22|2026-01-23 11:10:08|
1680|5087442|240|UMXU891554|22|2026-01-23 11:10:08|
3129|6000603|240|8080-2|56|2026-01-21 12:03:03|
3129|5026337|240|89985MSM|56|2026-01-14 09:03:03|
3949|5005113|160|HAMU1920836|3|2026-01-07 13:36:06|
3949|5000636|672|13|60|2026-01-02 21:15:01|
1680|5087442|240|UMXU894641|22|2026-01-23 11:10:08|
1680|5083929|240|UMXU252315|22|2026-01-19 09:16:02|
1680|5035180|800|TEXW0609|56|2026-01-19 16:02:02|
1680|5000912|240|UMXU254597|22|2026-01-14 12:06:02|
3949|5001067|070|UMXU234742|22|2026-01-05 18:07:01|
1680|5035180|800|58AZ9K.|22|2026-01-19 16:02:02|
1680|5035180|800|UMXU237762|22|2026-01-19 16:02:02|
1680|5035180|800|162172|56|2026-01-19 16:02:02|
1680|5000912|240|UMXU267236|22|2026-01-14 12:06:02|
1680|5035180|800|UMXU885213|22|2026-01-19 16:02:02|
1680|5083929|240|UMXU253598|22|2026-01-19 09:16:02|
3949|5005113|160|TCNU1372923|3|2026-01-07 13:36:06|
1680|5083929|240|UMXU252604|22|2026-01-19 09:16:02|
1680|5087442|240|MNLU234954|22|2026-01-23 11:10:08|
3949|5005113|160|TEMU0027265|1|2026-01-07 13:36:06|
3949|5001068|070|UMXU255904|22|2026-01-05 19:55:00|
1680|5087442|240|UMXU268321|22|2026-01-23 11:10:08|
3129|6000613|240|1105|56|2026-01-21 16:01:11|
1680|5035180|800|JMJ0047|56|2026-01-19 16:02:02|
1680|5000912|240|UMXU636056|22|2026-01-14 12:06:02|
1680|5087442|240|UMXU936423|22|2026-01-23 11:10:08|
1680|5035180|800|UMXU252579|22|2026-01-19 16:02:02|
1680|5035180|800|53615|56|2026-01-19 16:02:02|
3949|5104826|071|53421|56|2026-01-08 15:18:01|
1680|5083929|240|UMXU233258|22|2026-01-19 09:16:02|
1680|5087442|240|UMXU255026|22|2026-01-23 11:10:08|
1680|5083929|240|UMXU251400|22|2026-01-19 09:16:02|
3949|5104821|071|53670|56|2026-01-08 13:26:00|
3129|6000613|240|51504|56|2026-01-21 16:01:11|
3129|5026337|240|GC5305|56|2026-01-14 09:03:03|
1680|5087442|240|MNLU234914|22|2026-01-23 11:10:08|
3129|6000613|240|5482|56|2026-01-21 16:01:11|
1680|5087442|240|UMXU633757|22|2026-01-23 11:10:08|
1680|5000912|240|950179|56|2026-01-14 12:06:02|
1680|5083929|240|UMXU258706|22|2026-01-19 09:16:02|
3129|6000613|240|1051|56|2026-01-21 16:01:11|
1680|5035180|800|190411|56|2026-01-19 16:02:02|
1680|5035180|800|531381|56|2026-01-19 16:02:02|
1680|5035180|800|51157|56|2026-01-19 16:02:02|
3569|5000186|120|BMOU5499804|3|2026-01-05 09:31:02|
3129|6000613|240|511698|56|2026-01-21 16:01:11|
1680|5083929|240|UMXU258373|22|2026-01-19 09:16:02|
1680|5087442|240|UMXU938101|22|2026-01-23 11:10:08|
1680|5087442|240|UMXU635727|22|2026-01-23 11:10:08|
3129|6000603|240|1718|56|2026-01-21 12:03:03|
1680|5087442|240|MNLU234797|22|2026-01-23 11:10:08|
1680|5087442|240|MNLU234751|22|2026-01-23 11:10:08|
3129|6000613|240|710990|56|2026-01-21 16:01:11|
3949|5001067|070|UMXU636144|22|2026-01-05 18:07:01|
1680|5087442|240|MNLU234960|22|2026-01-23 11:10:08|
1680|5083929|240|UMXU260030|22|2026-01-19 09:16:02|
1680|5000912|240|UMXU890132|22|2026-01-14 12:06:02|
1680|5083929|240|UMXU247984|22|2026-01-19 09:16:02|
1680|5035180|800|UMXU267345|22|2026-01-19 16:02:02|
1680|5035180|800|UMXU635588|22|2026-01-19 16:02:02|
1680|5083929|240|TCZU686193|22|2026-01-19 09:16:02|
1680|5083929|240|UMXU234885|22|2026-01-19 09:16:02|
1680|5083929|240|UMXU266706|22|2026-01-19 09:16:02|
3129|5026337|240|3142404P|56|2026-01-14 09:03:03|
3949|5104821|071|53756|56|2026-01-08 13:26:00|
3129|6000603|240|EI871|56|2026-01-21 12:03:03|
3949|5005113|160|HLBU2091766|3|2026-01-07 13:36:06|
3949|5005113|160|UETU3069065|1|2026-01-07 13:36:06|
3129|6000613|240|91948MSM|56|2026-01-21 16:01:11|
3949|5001067|070|UMXU930238|22|2026-01-05 18:07:01|
1680|5087442|240|UMXU247978|22|2026-01-23 11:10:08|
1680|5083929|240|UMXU267688|22|2026-01-19 09:16:02|
1680|5083929|240|UMXU236016|22|2026-01-19 09:16:02|
1680|5087442|240|UMXU933970|22|2026-01-23 11:10:08|
1680|5035180|800|UMXU895710|22|2026-01-19 16:02:02|
1680|5035180|800|UMXU932130|22|2026-01-19 16:02:02|
1680|5035180|800|230069|56|2026-01-19 16:02:02|
3129|6000613|240|1718|56|2026-01-21 16:01:11|
1669|5023108|430|TRHU5229318|3|2026-01-06 10:08:00|
3129|5026337|240|5307|56|2026-01-14 09:03:03|
3949|5001067|070|UMXU232596|22|2026-01-05 18:07:01|
3129|6000613|240|H09164|56|2026-01-21 16:01:11|
1680|5087442|240|MNLU234651|22|2026-01-23 11:10:08|
3129|5026337|240|9115|56|2026-01-14 09:03:03|
1680|5018471|800|949|60|2026-01-08 15:33:12|
1680|5001377|270|UMXU887502|63|2026-01-08 18:09:01|
3129|5026337|240|710740|56|2026-01-14 09:03:03|
1680|5000827|240|125|56|2026-01-27 11:36:02|
3129|5026337|240|AP1026|56|2026-01-14 09:03:03|
1680|5087442|240|UMXU932447|22|2026-01-23 11:10:08|
1680|5035180|800|536604|53|2026-01-19 16:02:02|
3129|5026337|240|SET-113|56|2026-01-14 09:03:03|
1680|5087442|240|UMXU930907|22|2026-01-23 11:10:08|
3129|6000613|240|11524|56|2026-01-21 16:01:11|
1680|6024633|240|26|56|2026-01-23 18:49:01|
1680|6011266|240|TM2519|60|2026-01-23 16:59:07|
3949|5104821|071|53414|56|2026-01-08 13:26:00|
1680|5087442|240|UMXU931301|22|2026-01-23 11:10:08|
3949|5005113|160|SELU4273215|3|2026-01-07 13:36:06|
1680|5087442|240|MNLU234557|22|2026-01-23 11:10:08|
1680|5035180|800|W19991|56|2026-01-19 16:02:02|
1680|5000912|240|UMXU267345|22|2026-01-14 12:06:02|
1680|5087442|240|UMXU896202|22|2026-01-23 11:10:08|
1680|5087442|240|UMXU936023|22|2026-01-23 11:10:08|
1680|5035180|800|UMXU939954|22|2026-01-19 16:02:02|
1680|5087442|240|UMXU897580|22|2026-01-23 11:10:08|
3129|6000613|240|20127|56|2026-01-21 16:01:11|
3129|5026337|240|1105|56|2026-01-14 09:03:03|
1680|6011260|240|WRWK405685|63|2026-01-22 18:35:09|
1680|5083929|240|UMXU237149|22|2026-01-19 09:16:02|
1680|5000427|230|531536|56|2026-01-05 16:21:01|
1680|5083929|240|UMXU234508|22|2026-01-19 09:16:02|
1680|5087442|240|UMXU636952|22|2026-01-23 11:10:08|
1680|5035180|800|14302WLA|68|2026-01-19 16:02:02|
1680|5087442|240|EMHU277183|22|2026-01-23 11:10:08|
1680|5087442|240|UMXU939706|22|2026-01-23 11:10:08|
1680|5087442|240|MNLU234716|22|2026-01-23 11:10:08|
3949|5001067|070|UMXU256063|22|2026-01-05 18:07:01|
1680|5035180|800|231265MXM|68|2026-01-19 16:02:02|
1680|5087442|240|UMXU933697|22|2026-01-23 11:10:08|
1680|5035181|800|531217|56|2026-01-06 17:31:00|
1680|5087442|240|UMXU894161|22|2026-01-23 11:10:08|
3129|5026337|240|14968MSM|56|2026-01-14 09:03:03|
1680|5035180|800|1204|56|2026-01-19 16:02:02|
1680|5001377|270|UMXU888944|63|2026-01-08 18:09:01|
3129|6000613|240|1049|56|2026-01-21 16:01:11|
1680|5087442|240|UMXU932311|22|2026-01-23 11:10:08|
1680|5083929|240|UMXU235521|22|2026-01-19 09:16:02|
3949|5104821|071|53383|56|2026-01-08 13:26:00|
1669|5023789|430|TCNU8724538|3|2026-01-08 14:57:00|
3949|5005113|160|HAMU1505033|3|2026-01-07 13:36:06|
1680|5087442|240|UMXU936375|22|2026-01-23 11:10:08|
3949|5005113|160|TCLU7534618|1|2026-01-07 13:36:06|
1680|5000912|240|534529|56|2026-01-14 12:06:02|
1680|5036308|240|7233|60|2026-01-02 16:20:09|
1680|5087442|240|UMXU930230|22|2026-01-23 11:10:08|
1680|5083929|240|MNLU234716|22|2026-01-19 09:16:02|
1680|5083929|240|UMXU234405|22|2026-01-19 09:16:02|
3129|5026337|240|3080|56|2026-01-14 09:03:03|
1680|5035180|800|1551241|56|2026-01-19 16:02:02|
1680|5087442|240|UMXU891211|22|2026-01-23 11:10:08|
1680|5083929|240|MNLU234779|22|2026-01-19 09:16:02|
1680|5087442|240|UMXU896928|22|2026-01-23 11:10:08|
1680|5087442|240|UMXU246060|22|2026-01-23 11:10:08|
1680|5087442|240|UMXU886471|22|2026-01-23 11:10:08|
1680|5035180|800|534447|56|2026-01-19 16:02:02|
1680|5087442|240|UMXU933913|22|2026-01-23 11:10:08|
1680|5087442|240|MNLU234772|22|2026-01-23 11:10:08|
3949|5001068|070|EMHU276607|22|2026-01-05 19:55:00|
1680|5083929|240|UMXU898030|22|2026-01-19 09:16:02|
1680|5083929|240|UMXU258164|22|2026-01-19 09:16:02|
1680|5087442|240|UMXU893371|22|2026-01-23 11:10:08|
1680|5035181|800|53368|56|2026-01-06 17:31:00|
1680|5087442|240|UMXU246240|22|2026-01-23 11:10:08|
3129|5026337|240|53067|56|2026-01-14 09:03:03|
3129|5026337|240|669701|56|2026-01-14 09:03:03|
1680|5087442|240|UMXU889370|22|2026-01-23 11:10:08|
1680|5083929|240|MNLU234901|22|2026-01-19 09:16:02|
1680|5087442|240|UMXU890787|22|2026-01-23 11:10:08|
1680|5083929|240|UMXU236648|22|2026-01-19 09:16:02|
3949|5001067|070|UMXU635946|22|2026-01-05 18:07:01|
1680|5087442|240|MNLU234614|22|2026-01-23 11:10:08|
1680|5087442|240|MNLU234705|22|2026-01-23 11:10:08|
1680|5087442|240|MNLU234771|22|2026-01-23 11:10:08|
3129|5026337|240|12187WLA|56|2026-01-14 09:03:03|
1680|5087442|240|UMXU889318|22|2026-01-23 11:10:08|
1680|5000912|240|UMXU259626|22|2026-01-14 12:06:02|
1680|5087442|240|UMXU888890|22|2026-01-23 11:10:08|
3129|6000613|240|M2134|56|2026-01-21 16:01:11|
1680|5083929|240|MNLU234931|22|2026-01-19 09:16:02|
3129|5026337|240|8067|56|2026-01-14 09:03:03|
3129|5026337|240|AP1018|56|2026-01-14 09:03:03|
1680|5035180|800|UMXU236481|22|2026-01-19 16:02:02|
1680|5035181|800|53500|56|2026-01-06 17:31:00|
1680|5035180|800|F1703|56|2026-01-19 16:02:02|
3949|5001068|070|UMXU932042|22|2026-01-05 19:55:00|
1680|5087442|240|UMXU891097|22|2026-01-23 11:10:08|
1680|5035180|800|2390|56|2026-01-19 16:02:02|
1680|5087442|240|MNLU234886|22|2026-01-23 11:10:08|
1680|5034296|800|RT2081|56|2026-01-05 15:26:03|
3949|5104866|071|5313|56|2026-01-06 15:39:04|
1680|6024630|240|126|56|2026-01-23 18:46:02|
1680|5083929|240|UMXU252534|22|2026-01-19 09:16:02|
1669|5023108|430|MRKU2404068|3|2026-01-06 10:08:00|
3949|5005113|160|TCLU8627417|3|2026-01-07 13:36:06|
1680|5087442|240|UMXU886629|22|2026-01-23 11:10:08|
3129|5026337|240|M2130|56|2026-01-14 09:03:03|
1680|5035180|800|535214|56|2026-01-19 16:02:02|
1680|5083929|240|UMXU886805|22|2026-01-19 09:16:02|
1680|5083929|240|MNLU234951|22|2026-01-19 09:16:02|
1680|5087442|240|UMXU885579|22|2026-01-23 11:10:08|
3949|5001067|070|UMXU636963|22|2026-01-05 18:07:01|
3129|5026337|240|710792|56|2026-01-14 09:03:03|
1680|5000281|230|NS162383|63|2026-01-07 13:46:01|
3949|5104839|071|53-869|56|2026-01-06 09:12:01|
1669|5003243|510|SEKU6738654|3|2026-01-07 17:18:01|
1680|5035180|800|27AU9B|68|2026-01-19 16:02:02|
1680|5087442|240|UMXU894098|22|2026-01-23 11:10:08|
3949|5001067|070|UMXU256782|22|2026-01-05 18:07:01|
1669|5023108|430|TCNU1533062|3|2026-01-06 10:08:00|
1680|5035181|800|53141|56|2026-01-06 17:31:00|
1680|5083929|240|UMXU235335|22|2026-01-19 09:16:02|
1680|5035183|800|853857|56|2026-01-06 15:38:13|
1680|5035180|800|534308|56|2026-01-19 16:02:02|
1680|5001377|270|UMXU251404|63|2026-01-08 18:09:01|
1680|5035181|800|853881|56|2026-01-06 17:31:00|
1680|5087442|240|UMXU636798|22|2026-01-23 11:10:08|
1680|5087442|240|UMXU257349|22|2026-01-23 11:10:08|
3129|5026337|240|5449|56|2026-01-14 09:03:03|
3949|5104866|071|5316|56|2026-01-06 15:39:04|
1680|5087442|240|MNLU234931|22|2026-01-23 11:10:08|
1680|5087442|240|MNLU234980|22|2026-01-23 11:10:08|
3949|5001068|070|UMXU932349|22|2026-01-05 19:55:00|
3129|5026337|240|510147|56|2026-01-14 09:03:03|
3949|5001068|070|UMXU882649|22|2026-01-05 19:55:00|
1680|5035180|800|E81977|56|2026-01-19 16:02:02|
1680|5083929|240|SNLU138318|22|2026-01-19 09:16:02|
1680|5087442|240|UMXU637042|22|2026-01-23 11:10:08|
3129|5026337|240|10577WLA|56|2026-01-14 09:03:03|
1680|5035180|800|532336|56|2026-01-19 16:02:02|
1680|5087442|240|UMXU635899|22|2026-01-23 11:10:08|
1680|5087442|240|UMXU238319|22|2026-01-23 11:10:08|
1680|5087442|240|UMXU253444|22|2026-01-23 11:10:08|
1680|5087442|240|UMXU238099|22|2026-01-23 11:10:08|
3129|5026337|240|161866|56|2026-01-14 09:03:03|
1680|5001378|270|UMXU234663|63|2026-01-08 18:09:02|
1680|5087442|240|SNLU144882|22|2026-01-23 11:10:08|
1680|5087442|240|SNLU198376|22|2026-01-23 11:10:08|
1680|5001378|270|EMHU249018|63|2026-01-08 18:09:02|
1680|5083929|240|UMXU930751|22|2026-01-19 09:16:02|
1680|5087442|240|UMXU258649|22|2026-01-23 11:10:08|
1680|5000866|240|SNLU187134|22|2026-01-27 17:59:02|
1680|5035180|800|TAL113|68|2026-01-19 16:02:02|
1680|6011287|240|TTGX942352|63|2026-01-31 14:44:01|
1680|6011227|240|BNSF303024|63|2026-01-09 19:07:08|
1680|5000291|230|CRFP-01|60|2026-01-07 13:58:03|
3129|6000613|240|M2126|56|2026-01-21 16:01:11|
1680|5035190|800|52530|56|2026-01-08 15:55:01|
1680|5000827|240|12|56|2026-01-27 11:36:02|
1680|5083929|240|UMXU258729|22|2026-01-19 09:16:02|
1669|5003140|510|MSBU6810280|3|2026-01-13 17:37:00|
1680|6024619|240|53132|56|2026-01-15 19:52:02|
1680|5087442|240|SNLU224029|22|2026-01-23 11:10:08|
1680|5087442|240|TCZU685819|22|2026-01-23 11:10:08|
1680|5087442|240|UMXU933153|22|2026-01-23 11:10:08|
1680|5000912|240|UMXU890139|22|2026-01-14 12:06:02|
1680|5087442|240|UMXU236648|22|2026-01-23 11:10:08|
1680|5000866|240|SNLU212831|22|2026-01-27 17:59:02|
1680|5083929|240|SNLU151645|22|2026-01-19 09:16:02|
3129|6000613|240|AP1005|56|2026-01-21 16:01:11|
1680|5035180|800|532101|56|2026-01-19 16:02:02|
1680|5035180|800|172|56|2026-01-19 16:02:02|
1680|5083929|240|UMXU882482|22|2026-01-19 09:16:02|
1680|5000424|230|531540|56|2026-01-05 16:21:02|
1680|5000912|240|172|56|2026-01-14 12:06:02|
1680|5083929|240|UMXU250453|22|2026-01-19 09:16:02|
1680|5000912|240|UMXU636574|22|2026-01-14 12:06:02|
1680|5083929|240|UMXU266779|22|2026-01-19 09:16:02|
1680|5087442|240|UMXU233312|22|2026-01-23 11:10:08|
1680|5087442|240|UMXU897805|22|2026-01-23 11:10:08|
1669|5003141|510|MSDU5886756|3|2026-01-07 13:43:01|
1680|5000866|240|SNLU133800|22|2026-01-27 17:59:02|
1680|5083929|240|UMXU251470|22|2026-01-19 09:16:02|
1680|5035180|800|CORT09|56|2026-01-19 16:02:02|
3129|6000613|240|9821|56|2026-01-21 16:01:11|
1680|5087442|240|UMXU238145|22|2026-01-23 11:10:08|
1680|5035180|800|UMXU891420|22|2026-01-19 16:02:02|
1680|5083929|240|UMXU267530|22|2026-01-19 09:16:02|
3129|6000613|240|8064-2|56|2026-01-21 16:01:11|
1680|6011274|240|TM2441|60|2026-01-28 17:59:01|
1680|5000866|240|SNLU195989|22|2026-01-27 17:59:02|
1680|5035180|800|P53449|56|2026-01-19 16:02:02|
1680|5035180|800|33BC8N|68|2026-01-19 16:02:02|
3949|5104866|071|T1416|56|2026-01-06 15:39:04|
1680|5087442|240|UMXU931131|22|2026-01-23 11:10:08|
1680|5087442|240|UMXU932495|22|2026-01-23 11:10:08|
1680|6011252|240|TTGX980358|63|2026-01-20 18:30:08|
3949|5001067|070|UMXU892775|22|2026-01-05 18:07:01|
1680|5087442|240|UMXU235372|22|2026-01-23 11:10:08|
1680|5083929|240|UMXU268688|22|2026-01-19 09:16:02|
1680|5035180|800|538569.|22|2026-01-19 16:02:02|
1680|5035180|800|35AU9U|68|2026-01-19 16:02:02|
1680|5083929|240|UMXU268642|22|2026-01-19 09:16:02|
1680|6011275|240|TM2405|60|2026-01-28 18:10:03|
1680|5083929|240|UMXU636621|22|2026-01-19 09:16:02|
1680|5083929|240|SNLU200055|22|2026-01-19 09:16:02|
1680|5000866|240|SNLU993253|22|2026-01-27 17:59:02|
1680|5087442|240|UMXU265970|22|2026-01-23 11:10:08|
1680|5000912|240|532238|56|2026-01-14 12:06:02|
1680|5035180|800|53569|56|2026-01-19 16:02:02|
1680|5087442|240|MNLU234706|22|2026-01-23 11:10:08|
1680|5087442|240|UMXU933994|22|2026-01-23 11:10:08|
1680|5001378|270|UMXU933206|63|2026-01-08 18:09:02|
1680|5035180|800|21AZ4P|68|2026-01-19 16:02:02|
3949|5001067|070|UMXU234903|22|2026-01-05 18:07:01|
1680|5083929|240|UMXU633818|22|2026-01-19 09:16:02|
3129|5026337|240|M2132|56|2026-01-14 09:03:03|
1680|5083929|240|UMXU635545|22|2026-01-19 09:16:02|
1680|5035180|800|UMXU931103|22|2026-01-19 16:02:02|
1680|5035180|800|531724|56|2026-01-19 16:02:02|
1680|5083929|240|UMXU236556|22|2026-01-19 09:16:02|
1680|5000424|230|531536|56|2026-01-05 16:21:02|
1680|5035180|800|950133|56|2026-01-19 16:02:02|
1680|5083929|240|UMXU248103|22|2026-01-19 09:16:02|
1680|5000912|240|53309|56|2026-01-14 12:06:02|
1680|5018471|800|1857|60|2026-01-08 15:33:12|
1680|5087442|240|MNLU234587|22|2026-01-23 11:10:08|
1680|5087442|240|UMXU936758|22|2026-01-23 11:10:08|
3129|5026337|240|8286-2|56|2026-01-14 09:03:03|
3949|5001067|070|EMHU271728|22|2026-01-05 18:07:01|
3949|5001067|070|UMXU930729|22|2026-01-05 18:07:01|
1680|5035180|800|UMXU897815|22|2026-01-19 16:02:02|
1680|5035180|800|161379|56|2026-01-19 16:02:02|
3129|6000613|240|6330|56|2026-01-21 16:01:11|
1680|5035180|800|UMXU939565|22|2026-01-19 16:02:02|
1680|5035180|800|1202|56|2026-01-19 16:02:02|
1680|5083929|240|UMXU634844|22|2026-01-19 09:16:02|
1680|5083929|240|SNLU224039|22|2026-01-19 09:16:02|
1680|5083929|240|UMXU635256|22|2026-01-19 09:16:02|
1680|5087442|240|SNLU144461|22|2026-01-23 11:10:08|
1680|5000912|240|532103|56|2026-01-14 12:06:02|
1680|5001378|270|UMXU893400|63|2026-01-08 18:09:02|
1680|5087442|240|EMHU204066|22|2026-01-23 11:10:08|
1680|5087442|240|EMHU651912|22|2026-01-23 11:10:08|
1680|5000912|240|532114|56|2026-01-14 12:06:02|
1680|6024621|240|559913|56|2026-01-19 12:53:03|
1680|5035180|800|H53166|56|2026-01-19 16:02:02|
1680|5000866|240|SNLU138023|22|2026-01-27 17:59:02|
1680|5035180|800|UMXU931583|22|2026-01-19 16:02:02|
1680|5083929|240|UMXU631564|22|2026-01-19 09:16:02|
1680|5083929|240|UMXU632867|22|2026-01-19 09:16:02|
1680|5001378|270|UMXU894575|63|2026-01-08 18:09:02|
1680|5087442|240|UMXU937998|22|2026-01-23 11:10:08|
