Patente|Pedimento|SeccionAduanera|Fraccion|SecuenciaFraccion|ClaveContribucion|FormaPago|ImportePago|FechaPagoReal
3949|6020001|670|87082901|1609|3|0|568|2026-01-13 15:53:00|
3949|5104842|071|84669399|51|3|21|3043|2026-01-13 15:07:01|
1680|6005532|230|73181599|59|6|0|7644|2026-01-07 17:51:01|
1680|5000827|240|85111003|218|3|21|1033199|2026-01-27 11:36:02|
1669|5003141|510|87081099|219|3|21|20010|2026-01-07 13:43:01|
3949|5104841|071|85366902|62|3|21|324|2026-01-09 13:40:01|
1669|5000228|810|870899|8|6|6|109939|2026-01-08 15:41:00|
1680|5005478|230|850153|27|3|21|3616631|2026-01-07 12:19:01|
1680|5000827|240|85371099|281|3|21|1966|2026-01-27 11:36:02|
3147|5005610|850|87082201|45|6|6|201|2026-01-26 19:51:12|
1680|5005478|230|870870|47|3|21|2633194|2026-01-07 12:19:01|
1680|6005532|230|85444299|183|3|0|310|2026-01-07 17:51:01|
1669|6900631|430|87089305|697|3|21|7796|2026-01-13 11:45:01|
3147|5038407|470|87083011|5|6|6|77|2026-01-08 15:18:01|
1680|5000827|240|84213201|150|3|21|47428|2026-01-27 11:36:02|
3147|5023953|650|85269299|6|6|6|2895|2026-01-08 16:14:00|
1669|5003140|510|87087006|325|6|6|57|2026-01-13 17:37:00|
3949|5060540|071|854442|11|6|6|29080|2026-01-09 16:59:03|
1680|6005532|230|85366902|155|3|0|284|2026-01-07 17:51:01|
1680|5000827|240|85437099|289|3|21|83|2026-01-27 11:36:02|
3949|5104855|071|84137099|1|3|21|109287|2026-01-08 15:44:01|
3949|5104841|071|84716004|34|3|21|2270|2026-01-09 13:40:01|
1669|5022895|430|87082901|51|3|21|65|2026-01-07 10:06:00|
1680|5005478|230|392630|7|6|6|13109|2026-01-07 12:19:01|
1680|5000827|240|87082999|345|3|21|284|2026-01-27 11:36:02|
1680|5000827|240|35069199|6|3|21|562|2026-01-27 11:36:02|
1680|5005478|230|731824|19|3|21|11273|2026-01-07 12:19:01|
1680|5005478|230|870899|53|3|21|25549|2026-01-07 12:19:01|
1669|6900631|430|87089999|729|3|21|112|2026-01-13 11:45:01|
1680|5050306|800|39231003|1|6|6|3|2026-01-07 14:57:03|
1680|5000827|240|83016002|102|3|21|9|2026-01-27 11:36:02|
1680|6005531|230|73181599|9|3|0|16|2026-01-07 17:51:01|
3949|6020001|670|90329002|2373|3|0|55|2026-01-13 15:53:00|
3949|6020001|670|70091099|354|6|0|1014|2026-01-13 15:53:00|
1680|5005476|230|732690|36|6|6|19806|2026-01-05 19:05:01|
1680|5000827|240|70071199|70|6|6|690|2026-01-27 11:36:02|
3147|5023950|650|85291009|20|3|21|529|2026-01-07 08:40:01|
3949|5060540|071|854430|9|3|21|5158625|2026-01-09 16:59:03|
3569|5025866|232|853710|9|3|21|419150|2026-01-05 14:40:01|
1680|5005478|230|870830|43|3|21|92229|2026-01-07 12:19:01|
1680|5000866|240|87088012|627|6|6|80|2026-01-27 17:59:02|
3147|5038222|470|85122002|38|3|21|513|2026-01-27 13:49:03|
1680|5000291|230|72104999|1|3|21|2336483|2026-01-07 13:58:03|
1680|6005532|230|84249001|107|3|0|1734|2026-01-07 17:51:01|
3949|6020001|670|87081099|1585|6|0|47|2026-01-13 15:53:00|
3147|5023950|650|85443099|12|3|21|9190|2026-01-07 08:40:01|
3147|5038781|470|87085007|50|6|6|527|2026-01-29 22:00:01|
3949|5004809|160|851771|14|6|6|2709767|2026-01-08 12:55:04|
3949|6020001|670|73181599|388|6|0|25|2026-01-13 15:53:00|
3949|6020001|670|85122002|1270|3|0|2237|2026-01-13 15:53:00|
1680|5005478|230|830230|23|3|21|735896|2026-01-07 12:19:01|
3147|5038653|470|85443099|75|3|21|97|2026-01-29 22:06:01|
1680|5005479|230|401110|1|3|21|317037|2026-01-06 19:04:01|
3949|5060540|071|392310|1|6|6|203|2026-01-09 16:59:03|
1680|5005476|230|830120|39|6|6|11373|2026-01-05 19:05:01|
1680|5070752|240|731815|3|6|6|46469|2026-01-07 16:34:06|
3147|5038781|470|87082999|23|3|21|1212|2026-01-29 22:00:01|
1680|5000866|240|85269299|413|6|6|8124|2026-01-27 17:59:02|
1680|5070752|240|830230|8|6|6|15106|2026-01-07 16:34:06|
1669|5023619|430|84213199|237|3|21|64|2026-01-08 15:21:01|
3949|6020001|670|84839003|1125|3|0|431|2026-01-13 15:53:00|
1669|5023619|430|87088011|680|3|21|349|2026-01-08 15:21:01|
3147|5038781|470|87081099|65|3|21|82|2026-01-29 22:00:01|
1669|5022897|430|87082999|161|3|21|2366|2026-01-08 11:20:00|
1669|5003140|510|87085099|317|6|6|228|2026-01-13 17:37:00|
3949|6020001|670|87082902|2643|3|0|2376|2026-01-13 15:53:00|
1680|6005532|230|90328999|264|3|0|34881|2026-01-07 17:51:01|
3147|5038653|470|73181606|139|3|21|14|2026-01-29 22:06:01|
3949|5060536|070|848180|18|6|6|75258|2026-01-06 11:37:02|
3949|5104877|071|830120|1|3|21|17164|2026-01-09 15:40:01|
1669|5023619|430|39269099|32|3|21|9|2026-01-08 15:21:01|
1680|5070752|240|853710|16|6|6|196590|2026-01-07 16:34:06|
3147|5038481|470|85122099|21|3|21|462|2026-01-29 19:09:00|
3147|5038222|470|83021002|29|3|21|178|2026-01-27 13:49:03|
1669|5022895|430|87081099|2|3|21|103|2026-01-07 10:06:00|
1669|5022895|430|87089999|20|3|21|85|2026-01-07 10:06:00|
3949|5104836|071|85389099|15|3|21|135|2026-01-09 15:44:01|
1669|5022896|430|87082999|101|6|6|379|2026-01-08 18:10:01|
3147|5038653|470|87082999|23|3|21|73|2026-01-29 22:06:01|
1680|5000086|270|850300|20|6|6|32243|2026-01-06 18:36:01|
1669|5003140|510|87088007|337|6|6|386|2026-01-13 17:37:00|
1669|5003140|510|87082999|261|6|6|252|2026-01-13 17:37:00|
3949|5104838|071|84813099|27|3|21|2407|2026-01-08 19:18:01|
3147|5038781|470|84212301|39|6|6|51|2026-01-29 22:00:01|
1680|6005532|230|73182291|71|6|0|34|2026-01-07 17:51:01|
1680|6024606|240|27101902|2|6|0|1661|2026-01-14 20:36:01|
1680|5070743|240|39231003|1|6|6|23|2026-01-07 16:56:08|
1669|5022895|430|85443099|34|6|6|3|2026-01-07 10:06:00|
1680|5000827|240|84133003|135|6|6|1703|2026-01-27 11:36:02|
1680|5000866|240|73181599|117|3|21|114|2026-01-27 17:59:02|
1669|5022895|430|87081099|18|3|21|596|2026-01-07 10:06:00|
3949|5004809|160|870891|23|3|21|235232|2026-01-08 12:55:04|
3949|6020001|670|87085099|1929|6|0|119|2026-01-13 15:53:00|
1669|5000222|810|870899|26|6|6|7371|2026-01-08 15:44:00|
3147|5038781|470|70071199|3|3|21|156|2026-01-29 22:00:01|
1680|6005532|230|87088011|240|3|0|2359|2026-01-07 17:51:01|
1669|6900631|430|87089999|761|3|21|795|2026-01-13 11:45:01|
1669|6900631|430|87082999|539|6|6|248|2026-01-13 11:45:01|
1680|6005532|230|87083099|224|3|0|4631|2026-01-07 17:51:01|
3147|5038653|470|87083004|32|3|21|52|2026-01-29 22:06:01|
1680|6005532|230|84143001|99|3|0|139234|2026-01-07 17:51:01|
3949|6020001|670|87082999|2665|3|0|93741|2026-01-13 15:53:00|
3147|5023951|650|85444299|32|6|6|4|2026-01-08 10:28:01|
1669|5022895|430|87082901|46|3|21|324|2026-01-07 10:06:00|
1680|5000827|240|87083010|355|3|21|112|2026-01-27 11:36:02|
3147|5005610|850|73181599|12|6|6|452|2026-01-26 19:51:12|
1669|5022895|430|39199099|78|3|21|806|2026-01-07 10:06:00|
1669|5022895|430|85443099|88|6|6|212|2026-01-07 10:06:00|
1669|6900631|430|84213199|235|3|21|579|2026-01-13 11:45:01|
1669|5000222|810|870829|19|6|6|42514|2026-01-08 15:44:00|
3147|5038781|470|87085099|49|3|21|441|2026-01-29 22:00:01|
1680|6005532|230|87089412|244|3|0|12138|2026-01-07 17:51:01|
1680|6011235|240|87032499|2|3|0|1109300|2026-01-14 18:07:09|
3949|6020001|670|87081099|1568|3|0|2921|2026-01-13 15:53:00|
1680|5005476|230|853710|70|3|21|2777325|2026-01-05 19:05:01|
1680|5000827|240|85443099|305|6|6|170|2026-01-27 11:36:02|
1669|5022897|430|87081099|114|6|6|40|2026-01-08 11:20:00|
3949|6020001|670|87083099|1798|3|0|418|2026-01-13 15:53:00|
3147|5023950|650|85444999|22|3|21|138|2026-01-07 08:40:01|
1680|5005476|230|731815|26|3|21|3590594|2026-01-05 19:05:01|
1680|6024643|240|27101902|2|6|0|4759|2026-01-28 12:38:02|
3147|5038653|470|85371004|61|6|6|14|2026-01-29 22:06:01|
1680|5005476|230|852692|66|3|21|25423|2026-01-05 19:05:01|
1680|6005532|230|73181599|61|6|0|1315|2026-01-07 17:51:01|
3949|6020001|670|87087006|1949|6|0|9|2026-01-13 15:53:00|
1680|6005532|230|85249101|143|3|0|14256|2026-01-07 17:51:01|
1680|5000827|240|39263002|20|6|6|331|2026-01-27 11:36:02|
1669|5003141|510|70071199|49|6|6|148|2026-01-07 13:43:01|
3949|6020001|670|87081099|1588|3|0|134|2026-01-13 15:53:00|
3949|6020001|670|90329002|2377|3|0|40|2026-01-13 15:53:00|
1680|5000483|230|39231003|2|3|21|304|2026-01-07 16:53:00|
1680|5000827|240|85389001|287|3|21|119|2026-01-27 11:36:02|
1680|5092188|240|85369099|8|3|21|8|2026-01-08 11:24:02|
3949|6020001|670|90251901|2266|3|0|77|2026-01-13 15:53:00|
1680|5070743|240|830120|3|6|6|11585|2026-01-07 16:56:08|
1680|5005476|230|392630|10|6|6|994181|2026-01-05 19:05:01|
1680|5000827|240|40161001|52|3|21|69|2026-01-27 11:36:02|
1680|5000866|240|39263002|24|3|21|63472|2026-01-27 17:59:02|
1680|5005476|230|732090|34|6|6|121887|2026-01-05 19:05:01|
1669|5022895|430|87089999|72|3|21|18|2026-01-07 10:06:00|
1680|6024607|240|27101902|2|6|0|6309|2026-01-14 13:46:04|
1669|5000222|810|870829|18|6|6|261995|2026-01-08 15:44:00|
3147|5038653|470|90328999|161|3|21|1306|2026-01-29 22:06:01|
1680|6005532|230|39269029|26|3|0|21|2026-01-07 17:51:01|
3147|5005666|850|39199099|1|6|6|223|2026-01-09 17:06:08|
3949|6020001|670|39174001|2401|3|0|21|2026-01-13 15:53:00|
3949|5104849|071|84669399|7|3|21|2224|2026-01-08 09:19:03|
3147|5038653|470|84152001|163|6|6|516|2026-01-29 22:06:01|
1680|5000283|230|76069299|4|6|6|167127|2026-01-07 12:44:01|
3949|6020001|670|87084007|1866|3|0|609|2026-01-13 15:53:00|
3949|5104849|071|73181599|3|3|21|4908|2026-01-08 09:19:03|
1680|5005476|230|870829|78|3|21|200125|2026-01-05 19:05:01|
1680|5000827|240|87089412|424|3|21|829|2026-01-27 11:36:02|
3147|5005610|850|32082003|1|6|6|17|2026-01-26 19:51:12|
1680|5005476|230|848210|50|3|21|490863|2026-01-05 19:05:01|
1669|5023619|430|39263002|16|3|21|179|2026-01-08 15:21:01|
3949|6020001|670|87087099|1965|3|0|932|2026-01-13 15:53:00|
3949|5060536|070|392350|2|3|21|94760|2026-01-06 11:37:02|
3147|5038481|470|84099199|60|3|21|215|2026-01-29 19:09:00|
1669|5003141|510|39269099|17|3|21|559|2026-01-07 13:43:01|
3949|6020001|670|85114004|1240|3|0|267|2026-01-13 15:53:00|
1669|5003140|510|87089412|365|3|21|35|2026-01-13 17:37:00|
1680|5000086|270|731819|8|3|21|7966|2026-01-06 18:36:01|
3147|5038653|470|87082901|220|3|21|22|2026-01-29 22:06:01|
1680|5005478|230|731829|20|3|21|19504|2026-01-07 12:19:01|
3949|6020001|670|73181606|420|3|0|268|2026-01-13 15:53:00|
1669|5023619|430|73181599|108|6|6|56|2026-01-08 15:21:01|
1680|5005476|230|830230|42|6|6|3118108|2026-01-05 19:05:01|
1680|5000827|240|84842001|199|3|21|23|2026-01-27 11:36:02|
3147|5005610|850|70091099|10|3|21|39|2026-01-26 19:51:12|
1680|5005476|230|400911|14|6|6|78799|2026-01-05 19:05:01|
1733|5033996|640|87084099|2|3|21|13620|2026-01-07 19:06:01|
1669|6900631|430|85115091|311|3|21|2440|2026-01-13 11:45:01|
3569|5027507|232|76069299|10|3|21|125486|2026-01-08 09:45:01|
3147|5038653|470|87088010|128|6|6|27|2026-01-29 22:06:01|
1680|5005476|230|401699|16|6|6|76387|2026-01-05 19:05:01|
3949|6020001|670|73181606|439|6|0|130|2026-01-13 15:53:00|
3949|5104842|071|82075007|19|3|21|5759|2026-01-13 15:07:01|
1669|5003141|510|73181606|70|6|6|78|2026-01-07 13:43:01|
3147|5038781|470|87082999|22|6|6|26|2026-01-29 22:00:01|
1680|6005531|230|39269099|2|3|0|128|2026-01-07 17:51:01|
3949|6020001|670|34025099|5|6|0|135|2026-01-13 15:53:00|
1669|5023619|430|39269099|28|3|21|10|2026-01-08 15:21:01|
1669|5022895|430|85122099|39|6|6|10|2026-01-07 10:06:00|
1680|5000866|240|84136099|238|3|21|2981|2026-01-27 17:59:02|
1680|5000866|240|85168004|395|3|21|66|2026-01-27 17:59:02|
3949|5060552|071|392350|2|6|6|14923|2026-01-05 14:30:05|
1669|5022897|430|40169999|27|3|21|311|2026-01-08 11:20:00|
3949|6020001|670|87088007|2017|3|0|385|2026-01-13 15:53:00|
1680|6005538|230|40112006|11|6|0|8103|2026-01-08 20:51:01|
1733|6002732|640|39174001|1|6|0|55|2026-01-28 17:50:03|
1669|5023619|430|85443099|381|3|21|174|2026-01-08 15:21:01|
1669|6900631|430|87089999|769|3|21|94|2026-01-13 11:45:01|
1669|6900631|430|87089412|713|3|21|2136|2026-01-13 11:45:01|
1680|6005531|230|84099904|33|3|0|1921|2026-01-07 17:51:01|
3147|5005610|850|84818099|23|6|6|44|2026-01-26 19:51:12|
1669|5023619|430|87085099|628|6|6|163|2026-01-08 15:21:01|
3949|6020001|670|83012002|552|6|0|358|2026-01-13 15:53:00|
3569|5025866|232|854430|18|6|6|7005|2026-01-05 14:40:01|
3147|5023951|650|87082999|95|6|6|6|2026-01-08 10:28:01|
3147|5038781|470|87082999|44|6|6|28|2026-01-29 22:00:01|
3147|5038222|470|40103999|32|3|21|46|2026-01-27 13:49:03|
1669|5022897|430|87088007|224|6|6|168|2026-01-08 11:20:00|
3949|5004809|160|401699|3|3|21|24917|2026-01-08 12:55:04|
3949|5104877|071|903289|3|6|6|262341|2026-01-09 15:40:01|
1669|5022895|430|87089999|69|3|21|482|2026-01-07 10:06:00|
3147|5038653|470|87081099|106|6|6|299|2026-01-29 22:06:01|
1680|5005476|230|731822|30|3|21|26858|2026-01-05 19:05:01|
3949|6020001|670|39263002|71|6|0|8|2026-01-13 15:53:00|
3949|6020001|670|73181606|427|6|0|59|2026-01-13 15:53:00|
1680|5005502|230|73269099|1|3|21|78|2026-01-07 16:08:01|
3147|5005610|850|85371004|35|3|21|172|2026-01-26 19:51:12|
1669|5003141|510|87082999|258|6|6|210|2026-01-07 13:43:01|
1669|6900631|430|84818099|263|3|21|127|2026-01-13 11:45:01|
1669|5003141|510|84143006|117|3|21|1565|2026-01-07 13:43:01|
1669|5022895|430|87082901|26|3|21|648|2026-01-07 10:06:00|
1680|5000866|240|87084099|568|6|6|213|2026-01-27 17:59:02|
1680|5000866|240|70071199|96|6|6|827|2026-01-27 17:59:02|
1669|5022895|430|87088005|58|3|21|3776|2026-01-07 10:06:00|
1669|5023619|430|87082999|486|3|21|277|2026-01-08 15:21:01|
1669|6900631|430|87083099|565|3|21|484|2026-01-13 11:45:01|
3949|5104833|071|85332101|41|3|21|3547|2026-01-08 18:36:00|
3147|5038653|470|73181606|24|3|21|33|2026-01-29 22:06:01|
1669|5022897|430|87081099|129|3|21|674|2026-01-08 11:20:00|
3949|6020001|670|83023091|595|3|0|1171|2026-01-13 15:53:00|
3949|6020001|670|40169999|298|3|0|953|2026-01-13 15:53:00|
3949|5060538|071|39231003|1|6|6|421|2026-01-06 14:21:01|
3147|5038653|470|87082999|105|3|21|1223|2026-01-29 22:06:01|
1680|5070753|240|850440|2|3|21|4268209|2026-01-07 16:56:06|
3949|5104842|071|82075007|12|6|6|33149|2026-01-13 15:07:01|
1669|5023619|430|82041199|143|3|21|15|2026-01-08 15:21:01|
1669|5022895|430|39199099|78|6|6|1298|2026-01-07 10:06:00|
1680|5000827|240|87082999|347|3|21|29962|2026-01-27 11:36:02|
3147|5005610|850|94019999|89|3|21|83|2026-01-26 19:51:12|
1669|5003141|510|87082999|284|3|21|920|2026-01-07 13:43:01|
1669|5023619|430|73182999|135|6|6|489|2026-01-08 15:21:01|
1669|6900631|430|87084099|613|3|21|456|2026-01-13 11:45:01|
1680|6005538|230|73182999|29|6|0|27|2026-01-08 20:51:01|
1680|5000866|240|87082999|536|6|6|786|2026-01-27 17:59:02|
1669|5003141|510|87082999|269|6|6|495|2026-01-07 13:43:01|
3949|6020001|670|84099999|719|6|0|153|2026-01-13 15:53:00|
1669|5003140|510|87082999|245|3|21|34|2026-01-13 17:37:00|
1669|6900377|510|87032399|1|3|0|6631098|2026-01-05 15:03:01|
3147|5038653|470|70072199|118|3|21|6398|2026-01-29 22:06:01|
1669|5022897|430|84835003|74|3|21|84|2026-01-08 11:20:00|
3147|5005657|850|87087006|4|3|21|17|2026-01-08 21:10:03|
1669|5023619|430|87082999|494|3|21|323|2026-01-08 15:21:01|
1669|5003141|510|87082999|256|3|21|23|2026-01-07 13:43:01|
3147|5038222|470|87089999|9|3|21|36|2026-01-27 13:49:03|
1680|5000866|240|84254999|277|6|6|337|2026-01-27 17:59:02|
1669|5003141|510|85443099|208|6|6|7|2026-01-07 13:43:01|
1669|5023619|430|87088005|660|3|21|2738|2026-01-08 15:21:01|
1669|6900631|430|87085099|633|3|21|686|2026-01-13 11:45:01|
1680|5092186|240|84289099|2|6|6|570146|2026-01-08 10:01:06|
3147|5005611|850|49089099|10|6|6|321|2026-01-27 23:24:03|
3147|5005617|850|85122002|12|3|21|10284|2026-01-08 16:53:05|
1669|6900631|430|87088007|669|3|21|9184|2026-01-13 11:45:01|
3949|6020001|670|84133003|743|3|0|305|2026-01-13 15:53:00|
1669|5023619|430|73181599|110|6|6|7|2026-01-08 15:21:01|
3147|5005611|850|84099199|26|3|21|344|2026-01-27 23:24:03|
1680|6005538|230|39199099|5|3|0|25|2026-01-08 20:51:01|
3949|6020001|670|85013103|1181|3|0|73|2026-01-13 15:53:00|
1669|5023619|430|39263002|4|6|6|130|2026-01-08 15:21:01|
1669|5003141|510|85258999|172|3|21|506|2026-01-07 13:43:01|
1680|5000866|240|85269299|414|3|21|38|2026-01-27 17:59:02|
1680|5000866|240|84073403|181|3|21|26072|2026-01-27 17:59:02|
1669|5003141|510|84213199|128|6|6|7262|2026-01-07 13:43:01|
1680|5005498|230|848330|3|6|6|33775|2026-01-07 12:19:02|
3949|5060558|071|39231003|1|3|21|4|2026-01-09 16:59:03|
1669|5023619|430|39263002|18|3|21|7|2026-01-08 15:21:01|
3147|5005610|850|94019999|90|3|21|302|2026-01-26 19:51:12|
1680|5005525|230|731823|30|6|6|8104|2026-01-08 13:06:00|
1669|6900631|430|85269299|341|3|21|69|2026-01-13 11:45:01|
1669|6900631|430|87085099|621|6|6|22504|2026-01-13 11:45:01|
1669|5003141|510|85443099|214|6|6|144|2026-01-07 13:43:01|
3147|5038653|470|39199099|191|3|21|18|2026-01-29 22:06:01|
1680|5092188|240|73182403|5|3|21|20|2026-01-08 11:24:02|
3949|6020001|670|85051999|1209|3|0|23|2026-01-13 15:53:00|
3949|5060538|071|830820|9|6|6|7377|2026-01-06 14:21:01|
1669|5003141|510|83023091|100|3|21|271|2026-01-07 13:43:01|
1680|5000866|240|87082901|492|3|21|78|2026-01-27 17:59:02|
1680|6024635|240|27101902|4|6|0|6367|2026-01-26 13:49:06|
1669|5003141|510|85291009|180|3|21|12|2026-01-07 13:43:01|
3147|5005617|850|85272901|36|6|6|900|2026-01-08 16:53:05|
3949|6020001|670|84099111|628|6|0|40|2026-01-13 15:53:00|
1669|5022897|430|90321099|251|6|6|510|2026-01-08 11:20:00|
3147|5005610|850|87083004|57|3|21|193|2026-01-26 19:51:12|
3949|5104860|071|73182999|15|3|21|1874|2026-01-08 15:41:00|
1669|6900631|430|87088099|681|6|6|8|2026-01-13 11:45:01|
3949|6020001|670|70091099|2445|3|0|244|2026-01-13 15:53:00|
1680|5005476|230|850760|58|3|21|16305717|2026-01-05 19:05:01|
3147|5005610|850|87088007|71|6|6|16|2026-01-26 19:51:12|
3949|5060538|071|851180|26|3|21|3326203|2026-01-06 14:21:01|
1669|6900631|430|87088005|661|3|21|1877|2026-01-13 11:45:01|
1680|5005525|230|490199|17|3|21|141066|2026-01-08 13:06:00|
1669|5003141|510|85122099|156|3|21|16193|2026-01-07 13:43:01|
1680|5000866|240|87082201|488|3|21|9493|2026-01-27 17:59:02|
3147|5005610|850|87087099|65|3|21|806|2026-01-26 19:51:12|
1669|5003141|510|84099999|112|6|6|343|2026-01-07 13:43:01|
3949|5104833|071|84213999|21|6|6|1102|2026-01-08 18:36:00|
3949|6020001|670|84099199|660|3|0|93|2026-01-13 15:53:00|
3949|5104838|071|84849099|15|3|21|5122|2026-01-08 19:18:01|
3147|5005610|850|90328999|87|3|21|456|2026-01-26 19:51:12|
1680|5005478|230|870830|43|6|6|52025|2026-01-07 12:19:01|
3949|6020001|670|39263002|63|6|0|525|2026-01-13 15:53:00|
3147|5005570|850|87082901|23|3|21|27|2026-01-09 23:47:03|
1680|5005478|230|850710|28|3|21|2080554|2026-01-07 12:19:01|
3147|5038781|470|83012002|38|3|21|265|2026-01-29 22:00:01|
1680|5005478|230|850710|28|6|6|1173598|2026-01-07 12:19:01|
3949|6020001|670|84133099|764|3|0|2225|2026-01-13 15:53:00|
1669|5003141|510|84818013|134|3|21|588|2026-01-07 13:43:01|
1669|5003141|510|82055999|83|3|21|809|2026-01-07 13:43:01|
3147|5005610|850|87082999|55|3|21|8643|2026-01-26 19:51:12|
1680|5000866|240|84213201|269|3|21|59684|2026-01-27 17:59:02|
1669|5003141|510|73181599|63|6|6|13|2026-01-07 13:43:01|
1669|5023619|430|87082999|521|6|6|2138|2026-01-08 15:21:01|
3949|6020001|670|84879099|1167|6|0|35|2026-01-13 15:53:00|
3569|5025866|232|853710|9|6|6|236434|2026-01-05 14:40:01|
3147|5005610|850|85371099|38|3|21|237|2026-01-26 19:51:12|
3147|5005617|850|87082999|20|3|21|37|2026-01-08 16:53:05|
3949|6020001|670|87089999|2732|3|0|1816|2026-01-13 15:53:00|
1669|6900631|430|40169304|65|3|21|51|2026-01-13 11:45:01|
1669|5003141|510|85272901|175|6|6|1468|2026-01-07 13:43:01|
3147|5038781|470|87082901|26|3|21|28|2026-01-29 22:00:01|
3569|5025866|232|853710|24|6|6|64328|2026-01-05 14:40:01|
3949|6020001|670|84828091|1054|3|0|635|2026-01-13 15:53:00|
1669|5022895|430|87082907|11|3|21|138|2026-01-07 10:06:00|
1669|5022895|430|87088005|76|3|21|1485|2026-01-07 10:06:00|
3147|5038481|470|84212301|40|6|6|307|2026-01-29 19:09:00|
3147|5005610|850|85122099|28|6|6|180|2026-01-26 19:51:12|
1669|5022895|430|87082999|92|3|21|330|2026-01-07 10:06:00|
1669|5023619|430|83023091|169|3|21|43|2026-01-08 15:21:01|
3949|6020001|670|87082913|1657|3|0|11|2026-01-13 15:53:00|
3569|5025866|232|854430|32|6|6|782|2026-01-05 14:40:01|
3147|5038781|470|87082999|14|6|6|831|2026-01-29 22:00:01|
1669|5023619|430|87082999|541|3|21|52|2026-01-08 15:21:01|
1669|6900631|430|73181599|105|3|21|177|2026-01-13 11:45:01|
1669|6900631|430|87088007|673|6|6|824|2026-01-13 11:45:01|
1680|5005525|230|830210|38|3|21|134112|2026-01-08 13:06:00|
3147|5038781|470|73121099|46|3|21|26|2026-01-29 22:00:01|
3147|5023951|650|87083011|14|6|6|9|2026-01-08 10:28:01|
3147|5005617|850|85122002|13|3|21|15554|2026-01-08 16:53:05|
3949|5104860|071|84212999|21|3|21|9202|2026-01-08 15:41:00|
1669|5023619|430|90261007|786|3|21|397|2026-01-08 15:21:01|
1680|5000866|240|73269099|153|6|6|877|2026-01-27 17:59:02|
3147|5038481|470|39269099|46|3|21|228|2026-01-29 19:09:00|
1669|5003141|510|87082999|298|3|21|9|2026-01-07 13:43:01|
3147|5023951|650|87082999|33|6|6|13|2026-01-08 10:28:01|
3949|6020001|670|87082999|1689|6|0|1874|2026-01-13 15:53:00|
3569|5025866|232|903289|6|6|6|141973|2026-01-05 14:40:01|
3147|5005610|850|40161001|6|3|21|13|2026-01-26 19:51:12|
1669|5003141|510|87082999|301|6|6|1|2026-01-07 13:43:01|
3949|6020001|670|83021002|570|3|0|76|2026-01-13 15:53:00|
3949|6020001|670|39235001|47|3|0|36|2026-01-13 15:53:00|
3949|6010001|670|87084007|16|3|0|166|2026-01-08 23:31:01|
3147|5038781|470|87085099|11|6|6|446|2026-01-29 22:00:01|
3569|5025866|232|870850|2|3|21|274720|2026-01-05 14:40:01|
3949|6020001|670|87082907|2650|3|0|16297|2026-01-13 15:53:00|
3147|5005617|850|85371099|4|3|21|1157|2026-01-08 16:53:05|
1669|5003141|510|87082999|282|3|21|1694|2026-01-07 13:43:01|
1680|5000827|240|39235001|15|6|6|6|2026-01-27 11:36:02|
3147|5005610|850|87082904|48|3|21|312|2026-01-26 19:51:12|
1669|5023619|430|87088005|654|3|21|9164|2026-01-08 15:21:01|
1680|5005499|230|39231003|1|3|21|21|2026-01-07 12:19:03|
3949|6020001|670|84143099|836|3|0|481|2026-01-13 15:53:00|
3949|6310001|670|87083099|4|3|0|35|2026-01-08 14:33:01|
1680|6011272|240|87029099|1|3|0|229476|2026-01-26 18:32:03|
1680|5005478|230|731824|19|6|6|6359|2026-01-07 12:19:01|
3949|5104840|071|39173291|2|3|21|298|2026-01-14 15:39:02|
3949|6020001|670|73151106|2449|3|0|8729|2026-01-13 15:53:00|
1680|5005478|230|830230|23|6|6|415104|2026-01-07 12:19:01|
3147|5038781|470|87085099|13|3|21|1510|2026-01-29 22:00:01|
3569|5025866|232|854430|31|3|21|12079|2026-01-05 14:40:01|
3147|5005617|850|85371099|37|3|21|1899|2026-01-08 16:53:05|
3147|5023951|650|87081099|38|6|6|4|2026-01-08 10:28:01|
1669|5023619|430|87082999|512|3|21|246|2026-01-08 15:21:01|
3147|5005610|850|87081099|42|3|21|24|2026-01-26 19:51:12|
1680|5000866|240|85059091|359|3|21|178|2026-01-27 17:59:02|
1669|5023619|430|87082999|504|3|21|56|2026-01-08 15:21:01|
1669|5022897|430|40091203|13|3|21|99|2026-01-08 11:20:00|
3949|6020001|670|87083004|1757|3|0|3354|2026-01-13 15:53:00|
3569|5025866|232|853650|11|3|21|116000|2026-01-05 14:40:01|
3147|5005610|850|87084099|62|6|6|75|2026-01-26 19:51:12|
1680|5005525|230|850760|60|3|21|9720560|2026-01-08 13:06:00|
3949|6020001|670|83012002|542|6|0|109|2026-01-13 15:53:00|
3949|6020001|670|84841001|1136|6|0|23|2026-01-13 15:53:00|
1680|5005478|230|392630|7|3|21|23240|2026-01-07 12:19:01|
3147|5005610|850|85122002|26|3|21|714|2026-01-26 19:51:12|
3569|5025866|232|854430|19|6|6|7088|2026-01-05 14:40:01|
3949|6020001|670|84818020|954|3|0|825|2026-01-13 15:53:00|
1680|5070746|240|902519|3|3|21|161042|2026-01-07 16:46:04|
1669|5023619|430|87082999|476|3|21|116|2026-01-08 15:21:01|
3147|5038653|470|87081099|104|3|21|2624|2026-01-29 22:06:01|
3147|5038781|470|73121099|45|3|21|26|2026-01-29 22:00:01|
