Patente|Pedimento|SeccionAduanera|Fraccion|SecuenciaFraccion|ClaveContribucion|FormaPago|ImportePago|FechaPagoReal
1669|5023619|430|87085099|622|3|21|1066|2026-01-08 15:21:01|
3147|5023951|650|85291009|113|3|21|147|2026-01-08 10:28:01|
3949|6020001|670|87089412|2129|3|0|4471|2026-01-13 15:53:00|
1680|6005531|230|73269099|14|3|0|94|2026-01-07 17:51:01|
3147|5038781|470|87085099|1|3|21|15096|2026-01-29 22:00:01|
1680|6005533|230|73181599|8|3|0|29|2026-01-07 17:26:00|
1669|6900631|430|73181606|125|3|21|86|2026-01-13 11:45:01|
1669|6900631|430|40093106|42|3|21|1438|2026-01-13 11:45:01|
1669|5022897|430|87082904|137|3|21|103|2026-01-08 11:20:00|
3147|5038653|470|87082999|86|3|21|473|2026-01-29 22:06:01|
3949|5004822|160|870829|4|6|6|17901|2026-01-08 18:28:07|
1669|6900631|430|87082999|463|6|6|184|2026-01-13 11:45:01|
3147|5023951|650|73181599|88|3|21|43|2026-01-08 10:28:01|
1669|5023619|430|87082907|452|3|21|119|2026-01-08 15:21:01|
1680|5000827|240|84821099|175|3|21|20|2026-01-27 11:36:02|
1680|5000827|240|87085099|376|3|21|679|2026-01-27 11:36:02|
1669|5023619|430|90322001|798|6|6|657|2026-01-08 15:21:01|
1669|5023619|430|87082999|480|6|6|280|2026-01-08 15:21:01|
3949|6020001|670|85122099|2588|3|0|89|2026-01-13 15:53:00|
1669|5022897|430|39263002|4|3|21|37|2026-01-08 11:20:00|
3147|5038481|470|84099199|57|3|21|81|2026-01-29 19:09:00|
1680|5005525|230|854149|75|6|6|72973|2026-01-08 13:06:00|
3949|6020001|670|32141001|2|6|0|5426|2026-01-13 15:53:00|
3949|6020001|670|87089305|2116|3|0|179|2026-01-13 15:53:00|
1680|6005533|230|84099199|17|3|0|143|2026-01-07 17:26:00|
1680|5000827|240|85269299|255|3|21|676|2026-01-27 11:36:02|
1680|5070752|240|852692|15|3|21|204225|2026-01-07 16:34:06|
3949|6020001|670|87083011|1791|6|0|43|2026-01-13 15:53:00|
1669|5022897|430|87081099|116|6|6|126|2026-01-08 11:20:00|
1669|5023619|430|85371004|356|3|21|136|2026-01-08 15:21:01|
3147|5038781|470|87085099|6|3|21|13586|2026-01-29 22:00:01|
1680|5000866|240|85371099|440|3|21|17370|2026-01-27 17:59:02|
1669|5023619|430|87088007|670|6|6|4807|2026-01-08 15:21:01|
1669|5023619|430|87083010|557|6|6|166|2026-01-08 15:21:01|
3147|5005617|850|87084099|25|3|21|110|2026-01-08 16:53:05|
3949|5004809|160|870899|25|6|6|43209|2026-01-08 12:55:04|
1680|5000866|240|87082999|532|6|6|2585|2026-01-27 17:59:02|
1680|5070748|240|842490|6|6|6|121378|2026-01-07 15:02:01|
3949|6020001|670|87083099|1801|3|0|4|2026-01-13 15:53:00|
3949|5104840|071|48030004|30|3|21|8772|2026-01-14 15:39:02|
1680|6005531|230|84099199|24|3|0|9478|2026-01-07 17:51:01|
3147|5038653|470|39263002|51|3|21|84|2026-01-29 22:06:01|
3569|5025866|232|854430|23|3|21|19372|2026-01-05 14:40:01|
3949|6020001|670|87089999|2211|3|0|76|2026-01-13 15:53:00|
1669|5023619|430|84835003|283|3|21|1577|2026-01-08 15:21:01|
1669|5023619|430|87082999|496|6|6|774|2026-01-08 15:21:01|
1680|5000827|240|90328999|465|3|21|20|2026-01-27 11:36:02|
1680|5000827|240|90328999|468|6|6|486|2026-01-27 11:36:02|
1669|5022897|430|87082999|196|3|21|259|2026-01-08 11:20:00|
1669|5022897|430|39263002|3|3|21|291|2026-01-08 11:20:00|
1669|6900631|430|87089199|693|3|21|3159|2026-01-13 11:45:01|
1680|6005531|230|90318099|54|3|0|143|2026-01-07 17:51:01|
3147|5038653|470|87082999|209|6|6|23|2026-01-29 22:06:01|
1680|5005476|230|490199|18|6|6|136064|2026-01-05 19:05:01|
3949|6020001|670|84099105|621|6|0|34|2026-01-13 15:53:00|
1680|6024601|240|27101902|2|6|0|3333|2026-01-13 14:57:04|
1680|6005539|230|84818021|37|3|13|12994|2026-01-07 18:47:00|
1680|5000827|240|87082201|321|6|6|1301|2026-01-27 11:36:02|
3949|5004809|160|851771|15|3|21|22835|2026-01-08 12:55:04|
3949|6020001|670|84133003|748|3|0|16390|2026-01-13 15:53:00|
1680|5000086|270|841950|16|6|6|54610|2026-01-06 18:36:01|
1669|5022897|430|87082999|184|3|21|15|2026-01-08 11:20:00|
3147|5038481|470|87088007|31|3|21|92|2026-01-29 19:09:00|
3147|5005611|850|73181599|17|3|21|35|2026-01-27 23:24:03|
1669|5022897|430|87089999|240|3|21|40|2026-01-08 11:20:00|
1680|5005525|230|560229|19|6|6|831|2026-01-08 13:06:00|
3949|6020001|670|87088011|2702|3|0|555|2026-01-13 15:53:00|
1680|5005525|230|851610|63|3|21|15544|2026-01-08 13:06:00|
3147|5038653|470|87082907|58|3|21|70|2026-01-29 22:06:01|
1680|5005525|230|841430|44|6|6|1785215|2026-01-08 13:06:00|
3949|6020001|670|73269099|513|6|0|1960|2026-01-13 15:53:00|
3949|6020001|670|83012002|545|6|0|1425|2026-01-13 15:53:00|
1669|5023619|430|87082999|479|3|21|44|2026-01-08 15:21:01|
1680|5000827|240|85443099|301|6|6|2069|2026-01-27 11:36:02|
1680|5005525|230|854149|75|3|21|129366|2026-01-08 13:06:00|
3949|6020001|670|87082903|1621|3|0|136|2026-01-13 15:53:00|
3949|5104833|071|74122001|5|3|21|335|2026-01-08 18:36:00|
1669|5022897|430|85122099|88|3|21|339|2026-01-08 11:20:00|
3147|5005611|850|73182999|21|6|6|6|2026-01-27 23:24:03|
1680|5000827|240|73181599|82|3|21|141|2026-01-27 11:36:02|
1669|5022897|430|84822099|72|3|21|416|2026-01-08 11:20:00|
1669|5022897|430|83023091|43|3|21|28|2026-01-08 11:20:00|
1669|6900631|430|85269299|339|3|21|13829|2026-01-13 11:45:01|
3949|5000067|480|851220|1|3|21|3806|2026-01-08 18:38:03|
3147|5038653|470|85443099|127|3|21|264|2026-01-29 22:06:01|
1669|5023619|430|87082999|499|3|21|741|2026-01-08 15:21:01|
1669|6900631|430|94019999|805|3|21|361|2026-01-13 11:45:01|
3949|6020001|670|39263002|58|6|0|228|2026-01-13 15:53:00|
1669|5003141|510|87082904|232|3|21|98|2026-01-07 13:43:01|
3147|5005611|850|85371004|46|6|6|24|2026-01-27 23:24:03|
3949|5060536|070|842139|17|3|21|292272|2026-01-06 11:37:02|
3949|6020001|670|85041001|1205|6|0|59|2026-01-13 15:53:00|
3949|5104849|071|39235001|1|3|21|12|2026-01-08 09:19:03|
3147|5023950|650|85444999|17|3|21|753|2026-01-07 08:40:01|
3147|5005611|850|73181599|17|6|6|56|2026-01-27 23:24:03|
3147|5038653|470|39263002|156|3|21|10|2026-01-29 22:06:01|
1680|5070748|240|853669|10|6|6|52285|2026-01-07 15:02:01|
3949|5060535|070|851130|48|6|6|442667|2026-01-05 17:11:05|
3949|6020001|670|87083099|1815|3|0|512|2026-01-13 15:53:00|
1669|5022897|430|40169304|22|3|21|34|2026-01-08 11:20:00|
1680|5000827|240|85369099|277|3|21|11|2026-01-27 11:36:02|
1669|5023619|430|87084099|617|3|21|230|2026-01-08 15:21:01|
3949|6020001|670|87089999|2249|3|0|60|2026-01-13 15:53:00|
3949|6020001|670|90318099|2337|3|0|65|2026-01-13 15:53:00|
3949|5060535|070|841330|34|6|6|1677413|2026-01-05 17:11:05|
3147|5005611|850|87082999|74|6|6|2761|2026-01-27 23:24:03|
1669|5022895|430|87088005|3|3|21|144|2026-01-07 10:06:00|
3949|6020001|670|85111003|1217|6|0|981|2026-01-13 15:53:00|
1669|5023619|430|84213905|243|3|21|23705|2026-01-08 15:21:01|
1680|5070750|240|731814|4|6|6|1985|2026-01-07 16:45:04|
1680|5000866|240|87081099|479|6|6|3376|2026-01-27 17:59:02|
1680|5000866|240|84099199|208|3|21|220|2026-01-27 17:59:02|
1669|5003141|510|87088005|328|3|21|181|2026-01-07 13:43:01|
1680|6005532|230|39191001|7|3|0|91|2026-01-07 17:51:01|
1669|6900631|430|87089999|773|3|21|143|2026-01-13 11:45:01|
3949|5060536|070|850590|27|6|6|216667|2026-01-06 11:37:02|
3147|5038653|470|85437099|26|3|21|912|2026-01-29 22:06:01|
1669|5023619|430|87082999|502|6|6|95|2026-01-08 15:21:01|
1669|6900631|430|87082999|487|3|21|225|2026-01-13 11:45:01|
3147|5005570|850|87082999|55|6|6|112|2026-01-09 23:47:03|
3949|5104860|071|84669399|27|3|21|84808|2026-01-08 15:41:00|
3147|5005611|850|87089412|101|3|21|47|2026-01-27 23:24:03|
1680|5005525|230|902710|95|3|21|940582|2026-01-08 13:06:00|
3949|6020001|670|87082923|1677|3|0|26|2026-01-13 15:53:00|
1669|5003141|510|84099199|110|3|21|38|2026-01-07 13:43:01|
1669|5003141|510|87089999|372|3|21|18|2026-01-07 13:43:01|
3147|5038781|470|40169304|72|3|21|68|2026-01-29 22:00:01|
3147|5038653|470|87082903|135|3|21|1119|2026-01-29 22:06:01|
3949|5104833|071|85444999|6|3|21|16|2026-01-08 18:36:00|
3569|5000186|120|392350|10|6|6|3307|2026-01-05 09:31:02|
3949|6020001|670|90262099|2291|3|0|42|2026-01-13 15:53:00|
1669|5022895|430|87081099|83|3|21|2656|2026-01-07 10:06:00|
3147|5005611|850|85443099|58|3|21|1126|2026-01-27 23:24:03|
1669|5023619|430|87082999|487|3|21|225|2026-01-08 15:21:01|
3949|5104840|071|84669399|104|3|21|2081|2026-01-14 15:39:02|
3949|6020001|670|39199099|27|6|0|32|2026-01-13 15:53:00|
1669|5023619|430|87085099|633|3|21|686|2026-01-08 15:21:01|
1680|5000827|240|87089203|405|3|21|201|2026-01-27 11:36:02|
1680|5070752|240|830120|7|3|21|23997|2026-01-07 16:34:06|
3949|6020001|670|87089199|2077|6|0|1128|2026-01-13 15:53:00|
1680|5070752|240|761610|6|6|6|63078|2026-01-07 16:34:06|
3147|5038482|470|40111010|1|6|6|3010|2026-01-08 15:49:01|
1680|5000866|240|87089999|685|3|21|223|2026-01-27 17:59:02|
1680|5000866|240|40169999|87|3|21|170|2026-01-27 17:59:02|
1669|5003141|510|85361099|184|3|21|14|2026-01-07 13:43:01|
1669|5022896|430|85122002|44|3|21|638|2026-01-08 18:10:01|
1669|6900631|430|87082999|509|6|6|859|2026-01-13 11:45:01|
1680|5070752|240|854430|18|3|21|839648|2026-01-07 16:34:06|
3147|5038653|470|87082999|105|6|6|1969|2026-01-29 22:06:01|
3147|5038407|470|87083011|6|6|6|77|2026-01-08 15:18:01|
3147|5005570|850|73181606|95|3|21|1|2026-01-09 23:47:03|
3949|6020001|670|34039999|10|3|0|579|2026-01-13 15:53:00|
1680|5005525|230|401693|14|6|6|13786|2026-01-08 13:06:00|
1680|5000827|240|90328999|469|6|6|50|2026-01-27 11:36:02|
1669|5023619|430|87082201|430|3|21|178|2026-01-08 15:21:01|
3949|6020001|670|84143001|828|6|0|2126|2026-01-13 15:53:00|
1669|5003141|510|83023091|101|3|21|101|2026-01-07 13:43:01|
1669|5003141|510|85437099|204|3|21|1064|2026-01-07 13:43:01|
3147|6001388|470|85371004|6|6|0|746|2026-01-26 16:05:02|
1680|5000866|240|87082916|513|3|21|1265|2026-01-27 17:59:02|
1669|5003141|510|87082999|252|3|21|5654|2026-01-07 13:43:01|
1669|5023619|430|39269099|35|3|21|5|2026-01-08 15:21:01|
3949|6020001|670|87084099|1875|6|0|532|2026-01-13 15:53:00|
1669|5022895|430|87089999|45|3|21|102|2026-01-07 10:06:00|
1680|5000827|240|87088012|401|3|21|183|2026-01-27 11:36:02|
3147|5023951|650|40161001|26|3|21|6|2026-01-08 10:28:01|
3949|6020001|670|39235001|49|6|0|6|2026-01-13 15:53:00|
3949|5104840|071|85044013|144|3|21|65568|2026-01-14 15:39:02|
3569|5027507|232|76069299|16|3|21|188228|2026-01-08 09:45:01|
1680|5000827|240|87083011|357|6|6|105|2026-01-27 11:36:02|
1669|5022897|430|85366104|98|3|21|4|2026-01-08 11:20:00|
3949|6020001|670|84148099|848|3|0|20443|2026-01-13 15:53:00|
1680|5092157|240|85044099|2|3|21|41701|2026-01-08 18:50:02|
1669|5003141|510|87082999|264|3|21|23|2026-01-07 13:43:01|
3949|5104838|071|84714101|36|3|21|79774|2026-01-08 19:18:01|
3949|5104838|071|39269099|23|3|21|46281|2026-01-08 19:18:01|
1669|5003141|510|87082999|296|3|21|507|2026-01-07 13:43:01|
3147|5023951|650|87088005|19|3|21|440|2026-01-08 10:28:01|
1669|6900631|430|85365099|347|3|21|307|2026-01-13 11:45:01|
1669|5022897|430|87082999|158|6|6|62|2026-01-08 11:20:00|
1680|5000827|240|87089412|425|3|21|353|2026-01-27 11:36:02|
1669|5023619|430|73181599|114|6|6|135|2026-01-08 15:21:01|
3949|6020001|670|40103502|198|3|0|16271|2026-01-13 15:53:00|
3949|6020001|670|84213201|2525|3|0|51239|2026-01-13 15:53:00|
1680|5005525|230|848210|52|3|21|518190|2026-01-08 13:06:00|
3147|5038481|470|73181606|13|3|21|29|2026-01-29 19:09:00|
1669|5022897|430|87083099|210|3|21|22|2026-01-08 11:20:00|
3949|6020001|670|87082999|1721|6|0|342|2026-01-13 15:53:00|
1680|6005532|230|39269099|27|3|0|186|2026-01-07 17:51:01|
1669|5003141|510|87082923|248|3|21|28|2026-01-07 13:43:01|
3949|5104838|071|84799018|9|3|21|1990|2026-01-08 19:18:01|
1669|5003141|510|85122099|161|3|21|295|2026-01-07 13:43:01|
1669|5003141|510|87082999|276|6|6|477|2026-01-07 13:43:01|
1669|5023619|430|87081099|412|6|6|16|2026-01-08 15:21:01|
3949|6020001|670|87084099|1895|6|0|24|2026-01-13 15:53:00|
1680|5005525|230|853650|69|3|21|71032|2026-01-08 13:06:00|
3147|5038653|470|39263002|152|6|6|23|2026-01-29 22:06:01|
1680|6005539|230|84099999|30|3|13|4|2026-01-07 18:47:00|
3949|6020001|670|39263002|73|6|0|21|2026-01-13 15:53:00|
3949|6020001|670|84818022|971|3|0|236|2026-01-13 15:53:00|
1680|6005539|230|90261007|54|3|13|414|2026-01-07 18:47:00|
3147|6001405|470|85371099|10|3|0|2496|2026-01-27 13:43:02|
3949|5104860|071|84799018|29|3|21|7675|2026-01-08 15:41:00|
3949|6020001|670|39269099|106|3|0|362|2026-01-13 15:53:00|
3949|5060543|071|731814|3|3|21|24019|2026-01-08 19:55:02|
1669|5003141|510|87089999|364|3|21|40|2026-01-07 13:43:01|
1669|5003141|510|85013103|141|3|21|161|2026-01-07 13:43:01|
1669|5023619|430|87089999|768|3|21|395|2026-01-08 15:21:01|
1669|5003141|510|87082999|268|3|21|11|2026-01-07 13:43:01|
1680|6005532|230|87085099|228|6|0|1275|2026-01-07 17:51:01|
3949|6020001|670|87088012|2051|6|0|750|2026-01-13 15:53:00|
1669|5022897|430|83017002|39|3|21|299|2026-01-08 11:20:00|
1680|5000866|240|38190099|10|6|6|251|2026-01-27 17:59:02|
1680|5070750|240|870829|9|3|21|180353|2026-01-07 16:45:04|
3147|5005570|850|87089999|92|3|21|75523|2026-01-09 23:47:03|
3949|6020001|670|84836001|2557|3|0|1239|2026-01-13 15:53:00|
1680|6005539|230|84099199|18|3|13|14017|2026-01-07 18:47:00|
3147|5038781|470|87085099|12|6|6|446|2026-01-29 22:00:01|
3949|5060538|071|842139|18|3|21|295764|2026-01-06 14:21:01|
1669|6900631|430|84133099|203|3|21|1098|2026-01-13 11:45:01|
1669|5022896|430|85365099|50|3|21|512|2026-01-08 18:10:01|
1669|5003141|510|87082999|300|3|21|333|2026-01-07 13:43:01|
3949|5104860|071|73182403|14|3|21|13052|2026-01-08 15:41:00|
3949|5104860|071|84834009|34|3|21|3623|2026-01-08 15:41:00|
1669|5003141|510|87089412|348|3|21|9894|2026-01-07 13:43:01|
1680|5070747|240|39231003|1|3|21|7|2026-01-07 14:59:03|
3949|6020001|670|87089199|2075|6|0|4763|2026-01-13 15:53:00|
1669|5022897|430|39263002|7|6|6|48|2026-01-08 11:20:00|
1680|5000827|240|84818099|171|6|6|3522|2026-01-27 11:36:02|
1669|5023619|430|87082999|510|6|6|1419|2026-01-08 15:21:01|
1669|5003140|510|87084099|313|6|6|180|2026-01-13 17:37:00|
1669|6900631|430|87083099|569|3|21|4645|2026-01-13 11:45:01|
1680|5092161|240|85176217|1|3|21|34956|2026-01-08 11:12:07|
1680|5000866|240|40103301|62|3|21|1581|2026-01-27 17:59:02|
1669|5022897|430|83023091|43|6|6|23|2026-01-08 11:20:00|
3949|6020001|670|39269099|130|3|0|1970|2026-01-13 15:53:00|
1680|5050306|800|39231003|1|3|21|4|2026-01-07 14:57:03|
1669|5003141|510|94019999|388|3|21|18|2026-01-07 13:43:01|
3949|5104838|071|59119001|17|3|21|3916|2026-01-08 19:18:01|
1680|6005533|230|73181599|5|3|0|393|2026-01-07 17:26:00|
1669|5003141|510|90328999|382|6|6|333|2026-01-07 13:43:01|
3949|5060536|070|731824|7|3|21|10385|2026-01-06 11:37:02|
1669|6900631|430|85444299|391|3|21|1339|2026-01-13 11:45:01|
1669|5022897|430|70071199|31|6|6|96|2026-01-08 11:20:00|
3147|5038781|470|87082919|81|3|21|248|2026-01-29 22:00:01|
1669|5023619|430|85371004|357|3|21|144|2026-01-08 15:21:01|
1669|6900631|430|84099999|197|6|6|409|2026-01-13 11:45:01|
1669|5003140|510|87082901|217|3|21|394|2026-01-13 17:37:00|
1669|5023619|430|87082999|543|6|6|909|2026-01-08 15:21:01|
3147|5038653|470|87081099|141|3|21|113|2026-01-29 22:06:01|
3949|5060536|070|848180|19|6|6|57395|2026-01-06 11:37:02|
3147|5005617|850|85443099|1|3|21|2121|2026-01-08 16:53:05|
1680|5092157|240|87082999|10|6|6|3770|2026-01-08 18:50:02|
1669|5003141|510|87089999|360|3|21|28|2026-01-07 13:43:01|
3949|5104860|071|84849099|36|3|21|7258|2026-01-08 15:41:00|
1669|5023619|430|87083099|574|3|21|342|2026-01-08 15:21:01|
1669|5003141|510|40161001|32|3|21|28|2026-01-07 13:43:01|
1680|6005533|230|39191001|2|3|0|1|2026-01-07 17:26:00|
1669|6900631|430|87081099|415|3|21|1311|2026-01-13 11:45:01|
3147|5023950|650|85437099|1|3|21|4043|2026-01-07 08:40:01|
3147|5038481|470|87082999|12|3|21|325|2026-01-29 19:09:00|
1669|5023619|430|87089199|693|3|21|3159|2026-01-08 15:21:01|
3949|6020001|670|87082901|1613|3|0|745|2026-01-13 15:53:00|
3949|6020001|670|40169901|278|6|0|13|2026-01-13 15:53:00|
1669|5000222|810|392630|4|6|6|67807|2026-01-08 15:44:00|
1680|5000827|240|40169901|59|6|6|5|2026-01-27 11:36:02|
1669|5022897|430|84099111|46|6|6|413|2026-01-08 11:20:00|
1669|6900631|430|84213199|235|6|6|171|2026-01-13 11:45:01|
1680|5005525|230|732690|33|3|21|21001|2026-01-08 13:06:00|
3949|5104832|071|73269099|5|3|21|3|2026-01-06 14:31:01|
1669|5003141|510|39263002|1|3|21|11|2026-01-07 13:43:01|
1680|6005539|230|84213999|35|3|13|337|2026-01-07 18:47:00|
3147|5023951|650|87082999|12|3|21|32|2026-01-08 10:28:01|
3949|5004809|160|731815|4|3|21|406160|2026-01-08 12:55:04|
3949|5060539|071|851821|4|6|6|152501|2026-01-09 16:59:04|
1669|5022897|430|85122002|82|3|21|791|2026-01-08 11:20:00|
1680|5000827|240|87082999|346|6|6|486|2026-01-27 11:36:02|
1669|5022897|430|83012002|38|6|6|92|2026-01-08 11:20:00|
3949|6020001|670|32149099|3|6|0|1019|2026-01-13 15:53:00|
1669|5003140|510|87082904|226|3|21|415|2026-01-13 17:37:00|
1680|5005525|230|851610|63|6|6|8768|2026-01-08 13:06:00|
3147|5038481|470|87089999|2|3|21|739|2026-01-29 19:09:00|
1669|5023619|430|87081099|406|6|6|44|2026-01-08 15:21:01|
1669|6900631|430|90303391|797|3|21|853|2026-01-13 11:45:01|
1669|5023619|430|85371099|360|3|21|1208|2026-01-08 15:21:01|
3569|5027507|232|76069299|17|6|6|18532|2026-01-08 09:45:01|
1669|5003141|510|73181599|61|3|21|35|2026-01-07 13:43:01|
3147|5000149|470|870899|5|3|21|1675|2026-01-08 20:21:01|
3949|5104832|071|84099999|12|3|21|4437|2026-01-06 14:31:01|
1680|6005539|230|84099199|26|3|13|2214|2026-01-07 18:47:00|
1669|6900631|430|84099999|199|3|21|168|2026-01-13 11:45:01|
1680|5070752|240|848180|11|3|21|64542|2026-01-07 16:34:06|
3147|5038781|470|40169304|59|3|21|118|2026-01-29 22:00:01|
1669|5023619|430|73151106|99|3|21|519|2026-01-08 15:21:01|
1669|6900631|430|40161001|61|3|21|127|2026-01-13 11:45:01|
3949|6020001|670|73182999|466|3|0|8|2026-01-13 15:53:00|
1669|5003141|510|73181606|72|6|6|28|2026-01-07 13:43:01|
1680|5000827|240|85122099|231|3|21|76|2026-01-27 11:36:02|
3949|5060543|071|39231003|1|6|6|12|2026-01-08 19:55:02|
3949|6020001|670|87083099|1793|3|0|242|2026-01-13 15:53:00|
1669|5022897|430|85129007|93|3|21|207|2026-01-08 11:20:00|
1680|5005525|230|870830|83|6|6|173709|2026-01-08 13:06:00|
3147|5023953|650|39263002|1|3|21|4|2026-01-08 16:14:00|
3147|5023950|650|70091099|9|3|21|336|2026-01-07 08:40:01|
3949|5060536|070|841330|16|6|6|548258|2026-01-06 11:37:02|
3949|5104838|071|85044099|38|3|21|714|2026-01-08 19:18:01|
1669|6900631|430|87082999|487|6|6|363|2026-01-13 11:45:01|
1680|5000086|270|731824|11|3|21|46788|2026-01-06 18:36:01|
3147|5038481|470|87081099|33|3|21|94|2026-01-29 19:09:00|
1669|5023619|430|87083010|556|6|6|598|2026-01-08 15:21:01|
3949|6020001|670|83017002|568|3|0|723|2026-01-13 15:53:00|
3949|6020001|670|84099199|636|3|0|118|2026-01-13 15:53:00|
1669|5023619|430|87089305|697|3|21|7796|2026-01-08 15:21:01|
1680|5000827|240|85113005|223|3|21|286|2026-01-27 11:36:02|
1680|6005532|230|73269099|84|3|0|248|2026-01-07 17:51:01|
3949|5104841|071|84212999|20|3|21|704|2026-01-09 13:40:01|
1680|5070752|240|842539|10|6|6|128955|2026-01-07 16:34:06|
3949|5060536|070|851110|28|3|21|154755|2026-01-06 11:37:02|
1669|5003141|510|40169304|45|3|21|29|2026-01-07 13:43:01|
1669|5003141|510|73181606|73|3|21|37|2026-01-07 13:43:01|
3949|5060535|070|39239099|6|3|21|185|2026-01-05 17:11:05|
1669|5000226|810|870893|2|6|6|720178|2026-01-08 15:17:01|
1669|6900631|430|84841001|295|6|6|256|2026-01-13 11:45:01|
3147|5023953|650|85269299|7|6|6|2783|2026-01-08 16:14:00|
1680|5000827|240|84099199|123|3|21|4450|2026-01-27 11:36:02|
1669|5022897|430|87082999|189|6|6|36|2026-01-08 11:20:00|
1669|5003140|510|87081099|205|6|6|134|2026-01-13 17:37:00|
3949|6020001|670|73202005|476|3|0|11|2026-01-13 15:53:00|
3949|5104838|071|39269099|4|3|21|6171|2026-01-08 19:18:01|
3147|5038781|470|87085099|6|6|6|4013|2026-01-29 22:00:01|
1669|5022897|430|87089999|235|3|21|58|2026-01-08 11:20:00|
3949|5104841|071|74122001|16|3|21|1552|2026-01-09 13:40:01|
1669|5022895|430|39263002|31|3|21|135|2026-01-07 10:06:00|
3949|5060535|070|840999|30|3|21|6011667|2026-01-05 17:11:05|
1669|5003141|510|85013199|142|3|21|592|2026-01-07 13:43:01|
3575|5000112|110|870899|1|6|6|1142092|2026-01-02 18:15:01|
3949|5060535|070|902519|56|6|6|438770|2026-01-05 17:11:05|
1669|5022897|430|70071199|30|3|21|83|2026-01-08 11:20:00|
3949|6020001|670|40093205|158|3|0|109|2026-01-13 15:53:00|
1680|6005532|230|73261999|80|3|0|363|2026-01-07 17:51:01|
1680|5000827|240|39263002|20|3|21|409|2026-01-27 11:36:02|
3949|5104849|071|85389005|39|3|21|11670|2026-01-08 09:19:03|
3949|6020001|670|85444299|1558|3|0|245|2026-01-13 15:53:00|
3949|6020001|670|85365099|1416|3|0|184|2026-01-13 15:53:00|
1669|5023619|430|87084099|611|3|21|78|2026-01-08 15:21:01|
1680|5000827|240|85365099|266|3|21|44|2026-01-27 11:36:02|
1669|5022897|430|87082999|179|3|21|113|2026-01-08 11:20:00|
3147|5005657|850|85369099|9|3|21|16|2026-01-08 21:10:03|
1669|5022896|430|87081099|66|3|21|3125|2026-01-08 18:10:01|
1680|6005538|230|73181606|27|3|0|20|2026-01-08 20:51:01|
1680|5000932|240|39239099|3|3|21|52970|2026-01-05 17:10:02|
1669|5003141|510|83021002|95|3|21|21|2026-01-07 13:43:01|
3949|5060535|070|870892|53|3|21|3602006|2026-01-05 17:11:05|
1669|5023619|430|87089199|683|6|6|512|2026-01-08 15:21:01|
3949|6020001|670|85371099|1466|3|0|233|2026-01-13 15:53:00|
1680|6005532|230|73121099|52|3|0|2207|2026-01-07 17:51:01|
1680|5000827|240|39263002|18|6|6|44|2026-01-27 11:36:02|
