Patente|Pedimento|SeccionAduanera|FechaFacturacion|NumeroFactura|TerminoFacturacion|MonedaFacturacion|ValorDolares|ValorMonedaExtranjera|PaisFacturacion|EntidadFedFacturacion|IndentFiscalProveedor|ProveedorMercancia|CalleProveedor|NumInteriorProveedor|NumExteriorProveedor|CpProveedor|MunicipioProveedor|FechaPagoReal
1680|6002461|800||COVE247431F41|DAP| ||| | |41-2098321|NOVELIS CORPORATION||||||2026-01-14 13:26:01|
1680|5005483|230|2025-12-16|COVE257VK1VT1|FOB|USD|251839.89|251839.89|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:36:00|
1680|5005482|230|2025-12-18|COVE257VPXVR1|FOB|USD|149100.04|149100.04|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
1680|5005476|230|2025-12-09|COVE257V5TN44|FCA|USD|13406.84|13406.84|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-05 19:05:01|
3949|5060539|071|2025-12-09|COVE257V7HNV8|FCA|USD|237800.70|237800.70|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-09 16:59:04|
1680|5005525|230|2025-12-23|COVE257VYQS44|FCA|USD|43273.55|43273.55|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-08 13:06:00|
3949|5060522|071|2025-12-13|COVE257VGNZQ6|FOB|USD|200995.48|200995.48|MEX| |380549190|FORD KENTUCKY TRUCK PLANT 2|3001 CHAMBERLAIN LANE||S/N|402411985|LOUISVILLE|2026-01-02 19:00:00|
1680|5005481|230|2025-12-04|COVE257UYX9D2|FOB|USD|1.00|1.00|MEX| |61-1071332|TOPY AMERICA  INC.|980 CHENAULT RD-INDUSTRIAL PARK||S/N|406018835|FRANKFORT|2026-01-06 13:16:01|
1680|5005483|230|2025-12-09|COVE257V64KL1|FOB|USD|232236.70|232236.70|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:36:00|
1680|5005478|230|2025-12-05|COVE257V1KOA6|FCA|USD|237146.66|237146.66|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-07 12:19:01|
1680|5005482|230|2025-12-08|COVE257V3IIP7|FOB|USD|125984.16|125984.16|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
3949|5060520|070|2025-12-06|COVE257V2ECQ3|FOB|USD|184730.80|184730.80|MEX| |380549190|FORD KENTUCKY TRUCK PLANT 2|3001 CHAMBERLAIN LANE||S/N|402411985|LOUISVILLE|2026-01-02 18:23:00|
1680|5005481|230|2025-12-01|COVE257UR26J5|FOB|USD|1.00|1.00|MEX| |38-0549190|FORD DEARBORN ENGINE|3001 MILLER RD||S/N|481201458|DEARBORN|2026-01-06 13:16:01|
3949|5060522|071|2025-12-17|COVE257VP0MI7|FOB|USD|94367.01|94367.01|MEX| |380549190|FORD DETROIT PDC HIGH CUBE CENTER|25640 PENNSYLVANIA RD.||S/N|481749603|ROMULUS|2026-01-02 19:00:00|
1680|5005483|230|2025-12-10|COVE257V8RC38|FOB|USD|260074.80|260074.80|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:36:00|
3949|5060522|071|2025-12-20|COVE257VUA6T3|FOB|USD|93978.52|93978.52|MEX| |380549190|FORD DETROIT PDC HIGH CUBE CENTER|25640 PENNSYLVANIA RD.||S/N|481749603|ROMULUS|2026-01-02 19:00:00|
1680|5005481|230|2025-12-03|COVE257UW9UO4|FOB|USD|1.00|1.00|MEX| |380549190|FORD T & C VAN DYKE|41111 VAN DYKE||S/N|483143674|STERLING HEIGHTS|2026-01-06 13:16:01|
3949|5060521|070|2025-12-06|COVE257V2H4I8|FOB|USD|1.00|1.00|MEX| |896543659RT0013|UNIMOTION GEAR INC|245 EDWARD ST||S/N|L4G 3M7|AURORA|2026-01-07 14:11:01|
3949|5000067|480|2025-12-04|COVE257UY7TX8|FCA|CSK|1105.94|23035.55|CZE| |CZ26486059|TRCZ S.R.O.|PRUMYSLOVA 1165||S/N|410 02|LOVOSICE|2026-01-08 18:38:03|
3949|5060522|071|2025-12-20|COVE257VUTLM7|FOB|USD|184730.80|184730.80|MEX| |380549190|FORD KENTUCKY TRUCK PLANT 2|3001 CHAMBERLAIN LANE||S/N|402411985|LOUISVILLE|2026-01-02 19:00:00|
3949|5060523|071|2025-12-09|COVE257V6L685|FOB|USD|1.00|1.00|MEX| |380549190|FORD KENTUCKY TRUCK PLANT 2|3001 CHAMBERLAIN LANE||S/N|402411985|LOUISVILLE|2026-01-08 12:49:05|
1680|5005482|230|2025-12-24|COVE257W0GQU7|FOB|USD|196388.27|196388.27|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
3949|5060520|070|2025-12-06|COVE257V2M853|FOB|USD|184730.80|184730.80|MEX| |380549190|FORD KENTUCKY TRUCK PLANT 2|3001 CHAMBERLAIN LANE||S/N|402411985|LOUISVILLE|2026-01-02 18:23:00|
1680|5005480|230|2025-12-18|COVE257VPYNH5|FCA|USD|18300.00|18300.00|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 19:04:02|
3949|5060522|071|2025-12-01|COVE257UOZXN2|FOB|USD|197046.18|197046.18|MEX| |380549190|FORD KENTUCKY TRUCK PLANT 2|3001 CHAMBERLAIN LANE||S/N|402411985|LOUISVILLE|2026-01-02 19:00:00|
1680|5005481|230|2025-12-14|COVE257VHD475|FOB|USD|1.00|1.00|MEX| |81-4564580|CITIC DICASTAL CO.  LTD.|4412 COLOMA ROAD||S/N|490389471|COLOMA|2026-01-06 13:16:01|
3949|5060523|071|2025-12-10|COVE257V8Z6M3|FOB|USD|1.00|1.00|MEX| |380549190|FORD KENTUCKY TRUCK PLANT 2|3001 CHAMBERLAIN LANE||S/N|402411985|LOUISVILLE|2026-01-08 12:49:05|
3949|5060546|071|2025-12-06|COVE257V22HO7|FCA|USD|1.00|1.00|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-08 18:03:01|
1680|5005478|230|2025-12-12|COVE257VFSHR1|FCA|USD|237146.66|237146.66|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-07 12:19:01|
1680|5005483|230|2025-12-08|COVE257V3DEL2|FOB|USD|211150.03|211150.03|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:36:00|
3949|5060536|070|2025-12-19|COVE257VTQ992|FCA|EUR|284306.43|245049.50|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 11:37:02|
3949|5060520|070|2025-12-06|COVE257V32WQ4|FOB|USD|184730.80|184730.80|MEX| |380549190|FORD KENTUCKY TRUCK PLANT 2|3001 CHAMBERLAIN LANE||S/N|402411985|LOUISVILLE|2026-01-02 18:23:00|
1680|5005482|230|2025-12-24|COVE257W0GR78|FOB|USD|185984.58|185984.58|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
3949|5060523|071|2025-12-07|COVE257V3A5V6|FOB|USD|1.00|1.00|MEX| |380549190|FORD KENTUCKY TRUCK PLANT 2|3001 CHAMBERLAIN LANE||S/N|402411985|LOUISVILLE|2026-01-08 12:49:05|
1680|5070743|240|2025-12-19|COVE257VSPLQ4|FCA|USD|23863.12|23863.12|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-07 16:56:08|
3949|5060522|071|2025-12-17|COVE257VN93N6|FOB|USD|200995.48|200995.48|MEX| |38-0549190|FORD OHIO TRUCK|799 ABBE RD||S/N|440541807|SHEFFIELD VILLAGE|2026-01-02 19:00:00|
3949|5060523|071|2025-12-21|COVE257VV4KT3|FOB|USD|1.00|1.00|MEX| |380549190|FORD KENTUCKY TRUCK PLANT 2|3001 CHAMBERLAIN LANE||S/N|402411985|LOUISVILLE|2026-01-08 12:49:05|
3949|5060521|070|2025-12-05|COVE257V0AO62|FOB|USD|1.00|1.00|MEX| |380549190|FORD KENTUCKY TRUCK PLANT 2|3001 CHAMBERLAIN LANE||S/N|402411985|LOUISVILLE|2026-01-07 14:11:01|
3949|5060522|071|2025-11-28|COVE257UNOP53|FOB|USD|197046.18|197046.18|MEX| |380549190|FORD KENTUCKY TRUCK PLANT 2|3001 CHAMBERLAIN LANE||S/N|402411985|LOUISVILLE|2026-01-02 19:00:00|
3949|5060536|070|2025-12-24|COVE257W0B2Y7|FCA|USD|193701.54|193701.54|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 11:37:02|
1680|5005483|230|2025-12-10|COVE257V8RB65|FOB|USD|217081.68|217081.68|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:36:00|
1680|5005481|230|2025-12-05|COVE257V1P5X3|FOB|USD|1.00|1.00|MEX| |380549190|FORD T & C VAN DYKE|41111 VAN DYKE||S/N|483143674|STERLING HEIGHTS|2026-01-06 13:16:01|
3949|5060522|071|2025-12-08|COVE257V3CK07|FOB|USD|203317.51|203317.51|MEX| |380549190|FORD KENTUCKY TRUCK PLANT 2|3001 CHAMBERLAIN LANE||S/N|402411985|LOUISVILLE|2026-01-02 19:00:00|
3949|5060533|071|2025-12-03|COVE257UUZM91|FOB|USD|2.00|2.00|MEX| |362903176|ROBERT BOSCH LLC|11970 PELLICANO DRIVE||S/N|799367288|EL PASO|2026-01-08 14:45:01|
3949|5060522|071|2025-12-16|COVE257VKGZG4|FOB|USD|197046.18|197046.18|MEX| |380549190|FORD KENTUCKY TRUCK PLANT 2|3001 CHAMBERLAIN LANE||S/N|402411985|LOUISVILLE|2026-01-02 19:00:00|
1680|5005525|230|2025-12-20|COVE257VUXXY2|FCA|USD|27530.92|27530.92|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-08 13:06:00|
1680|5005481|230|2025-12-23|COVE257VY4XX4|FOB|USD|1.00|1.00|MEX| |381587867|L & L PRODUCTS INC|160 MCLEAN||S/N|480650308|ROMEO|2026-01-06 13:16:01|
3949|5060522|071|2025-12-13|COVE257VGNOR7|FOB|USD|200995.48|200995.48|MEX| |380549190|FORD KENTUCKY TRUCK PLANT 2|3001 CHAMBERLAIN LANE||S/N|402411985|LOUISVILLE|2026-01-02 19:00:00|
3949|5060546|071|2025-12-18|COVE257VQPWQ8|FCA|USD|1.00|1.00|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-08 18:03:01|
3949|5060523|071|2025-12-20|COVE257VUAGR7|FOB|USD|1.00|1.00|MEX| |380549190|FORD KENTUCKY TRUCK PLANT 2|3001 CHAMBERLAIN LANE||S/N|402411985|LOUISVILLE|2026-01-08 12:49:05|
1680|5005482|230|2025-12-17|COVE257VNABT5|FOB|USD|146994.34|146994.34|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
3949|5004812|160|2025-12-23|COVE257VY7G66|FCA|CNY|134836.28|953917.81|CHN| |91350900587527783|CONTEMPORARY AMPEREX TECHNOLOGY CO|NO. 1 INDUSTRY AVENUE||S/N|644005|YIBIN CITY SICHUAN PROVINCE|2026-01-08 16:50:09|
3949|5060523|071|2025-12-17|COVE257VOH7M1|FOB|USD|1.00|1.00|MEX| |380549190|FORD KENTUCKY TRUCK PLANT 2|3001 CHAMBERLAIN LANE||S/N|402411985|LOUISVILLE|2026-01-08 12:49:05|
1680|5005482|230|2025-12-10|COVE257V9D274|FOB|USD|146097.48|146097.48|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
3949|5060522|071|2025-12-17|COVE257VOF0Q7|FOB|USD|200995.48|200995.48|MEX| |38-0549190|FORD OHIO TRUCK|799 ABBE RD||S/N|440541807|SHEFFIELD VILLAGE|2026-01-02 19:00:00|
1680|5005481|230|2025-12-01|COVE257UR25O6|FOB|USD|1.00|1.00|MEX| |39-168487100|CLARIOS GLOBAL LP|10300 INDUSTRIAL RD||S/N|435289791|HOLLAND|2026-01-06 13:16:01|
1680|5005482|230|2025-12-03|COVE257UUS7J4|FOB|USD|129483.37|129483.37|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
3949|5060522|071|2025-12-16|COVE257VKEL74|FOB|USD|197046.18|197046.18|MEX| |380549190|FORD KENTUCKY TRUCK PLANT 2|3001 CHAMBERLAIN LANE||S/N|402411985|LOUISVILLE|2026-01-02 19:00:00|
1680|5070746|240|2025-12-04|COVE257UY1B96|FCA|USD|14969.80|14969.80|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-07 16:46:04|
3949|5004812|160|2025-12-01|COVE257UQWJH4|FCA|CNY|134836.28|953917.81|CHN| |91350900587527783|CONTEMPORARY AMPEREX TECHNOLOGY CO|NO. 1 INDUSTRY AVENUE||S/N|644005|YIBIN CITY SICHUAN PROVINCE|2026-01-08 16:50:09|
3949|5060522|071|2025-12-14|COVE257VHKC48|FOB|USD|184730.80|184730.80|MEX| |380549190|FORD KENTUCKY TRUCK PLANT 2|3001 CHAMBERLAIN LANE||S/N|402411985|LOUISVILLE|2026-01-02 19:00:00|
1680|5005478|230|2025-12-23|COVE257VYDWX4|FCA|USD|22576.95|22576.95|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-07 12:19:01|
1680|5005481|230|2025-11-29|COVE257UOT465|FOB|USD|1.00|1.00|MEX| |39-168487100|CLARIOS GLOBAL LP|10300 INDUSTRIAL RD||S/N|435289791|HOLLAND|2026-01-06 13:16:01|
3949|5060522|071|2025-11-30|COVE257UOWPG3|FOB|USD|190610.16|190610.16|MEX| |380549190|FORD KENTUCKY TRUCK PLANT 2|3001 CHAMBERLAIN LANE||S/N|402411985|LOUISVILLE|2026-01-02 19:00:00|
1680|5005481|230|2025-12-04|COVE257UYX873|FOB|USD|1.00|1.00|MEX| |38-2622745|FLEXTRONICS AUTOMOTIVE USA INC|323 SKEELS||S/N|494041326|COOPERSVILLE|2026-01-06 13:16:01|
3949|5060540|071|2025-12-17|COVE257VOFQM1|FCA|USD|268185.10|268185.10|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-09 16:59:03|
3949|5060522|071|2025-12-16|COVE257VK4O15|FOB|USD|200995.48|200995.48|MEX| |380549190|FORD KENTUCKY TRUCK PLANT 2|3001 CHAMBERLAIN LANE||S/N|402411985|LOUISVILLE|2026-01-02 19:00:00|
3949|5004816|160|2025-12-22|COVE257VV8LV3|DAP|CNY|84793.90|599886.07|CHN| |91320583071078833|PGI AUTO COMPONENTS KUNSHAN CO LTD|99 TANGJING ROAD DIANSHAN LAKE TOWN, JIANGSU PROVIDENCE||S/N|215345|KUNSHAN|2026-01-08 12:24:01|
1680|5005525|230|2025-12-18|COVE257VR9UE7|FCA|USD|237146.66|237146.66|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-08 13:06:00|
1680|5005482|230|2025-12-19|COVE257VSHNK3|FOB|USD|145941.49|145941.49|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
3949|5060522|071|2025-12-05|COVE257UZEPU8|FOB|USD|200995.48|200995.48|MEX| |38-0549190|FORD OHIO TRUCK|799 ABBE RD||S/N|440541807|SHEFFIELD VILLAGE|2026-01-02 19:00:00|
1680|5005481|230|2025-12-03|COVE257UW9UF8|FOB|USD|1.00|1.00|MEX| |61-1071332|TOPY AMERICA  INC.|980 CHENAULT RD-INDUSTRIAL PARK||S/N|406018835|FRANKFORT|2026-01-06 13:16:01|
1680|5005483|230|2025-12-12|COVE257VEEZL2|FOB|USD|212066.05|212066.05|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:36:00|
3949|5060522|071|2025-12-20|COVE257VUGIX1|FOB|USD|203317.51|203317.51|MEX| |380549190|FORD KENTUCKY TRUCK PLANT 2|3001 CHAMBERLAIN LANE||S/N|402411985|LOUISVILLE|2026-01-02 19:00:00|
1680|6002456|800||COVE246X4R775|DAP| ||| | |41-2098321|NOVELIS CORPORATION||||||2026-01-14 13:24:04|
1680|6002455|800||COVE246VWI064|DAP| ||| | |41-2098321|NOVELIS CORPORATION||||||2026-01-14 13:24:02|
3949|5060522|071|2025-12-02|COVE257UTTTZ5|FOB|USD|203317.51|203317.51|MEX| |380549190|FORD KENTUCKY TRUCK PLANT 2|3001 CHAMBERLAIN LANE||S/N|402411985|LOUISVILLE|2026-01-02 19:00:00|
1680|5005483|230|2025-12-16|COVE257VK1WW3|FOB|USD|258681.72|258681.72|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:36:00|
3949|5060536|070|2025-12-18|COVE257VQVTV7|FCA|USD|128455.42|128455.42|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 11:37:02|
3949|5060522|071|2025-12-07|COVE257V3A5T5|FOB|USD|203317.51|203317.51|MEX| |380549190|FORD KENTUCKY TRUCK PLANT 2|3001 CHAMBERLAIN LANE||S/N|402411985|LOUISVILLE|2026-01-02 19:00:00|
3949|5060523|071|2025-12-17|COVE257VMKAL6|FOB|USD|1.00|1.00|MEX| |38-0549190|FORD OHIO TRUCK|799 ABBE RD||S/N|440541807|SHEFFIELD VILLAGE|2026-01-08 12:49:05|
3949|5060535|070|2025-12-08|COVE257V57WT4|FCA|USD|69530.88|69530.88|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-05 17:11:05|
1680|5005482|230|2025-12-18|COVE257VPT9D5|FOB|USD|192696.85|192696.85|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
1669|5000222|810|2025-12-18|COVE257VPEXU4|FCA|EUR|3239.15|2791.89|SVK| |SK2023796390|CARCOUSTICS SLOVAKIA NOVAKY S.R.O|ANDREJA HLINKU 1514/86||S/N|97271|NOVAKY|2026-01-08 15:44:00|
1680|5005525|230|2025-12-17|COVE257VOKI57|FCA|USD|75375.76|75375.76|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-08 13:06:00|
1680|5005482|230|2025-12-03|COVE257UV6273|FOB|USD|196283.83|196283.83|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
3949|5060522|071|2025-12-02|COVE257URSIQ6|FOB|USD|203317.51|203317.51|MEX| |380549190|FORD KENTUCKY TRUCK PLANT 2|3001 CHAMBERLAIN LANE||S/N|402411985|LOUISVILLE|2026-01-02 19:00:00|
1680|5005481|230|2025-12-26|COVE257W1QNL4|FOB|USD|1.00|1.00|MEX| |31-0928132|AMANDA MANUFACTURING|1120 CIC DR - PO BOX 1027||S/N|431384027|LOGAN|2026-01-06 13:16:01|
3949|5060546|071|2025-11-29|COVE257UOGK43|FCA|USD|1.00|1.00|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-08 18:03:01|
1680|5005483|230|2025-12-04|COVE257UWZPF5|FOB|USD|254734.38|254734.38|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:36:00|
3949|5060546|071|2025-12-03|COVE257UVFZM3|FCA|USD|1.00|1.00|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-08 18:03:01|
3949|5060538|071|2025-12-02|COVE257USP5I3|FCA|USD|176528.07|176528.07|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 14:21:01|
3949|5060529|071|2025-12-04|COVE257UX0PZ4|FOB|USD|1.00|1.00|MEX| |38-0549190|FORD LOUISVILLE ASSEMBLY|2000 FERN VALLEY RD||S/N|402133502|LOUISVILLE|2026-01-05 14:50:01|
1680|5005482|230|2025-12-20|COVE257VUP0A2|FOB|USD|191773.56|191773.56|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
1680|5005485|230|2025-12-01|COVE257UQKHB5|FOB|USD|1.00|1.00|MEX| |103558136RT0001|AUTONEUM NORTH AMERICA  LTD|500 HIGHWAY 3||S/N|N4G 4H8|TILLSONBURG|2026-01-06 13:18:03|
3949|5060522|071|2025-12-02|COVE257UT5K65|FOB|USD|200995.48|200995.48|MEX| |38-0549190|FORD OHIO TRUCK|799 ABBE RD||S/N|440541807|SHEFFIELD VILLAGE|2026-01-02 19:00:00|
1680|5005483|230|2025-12-06|COVE257V2D093|FOB|USD|260259.30|260259.30|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:36:00|
3949|5060546|071|2025-12-19|COVE257VRLES4|FCA|USD|1.00|1.00|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-08 18:03:01|
1680|5005476|230|2025-12-14|COVE257VH9Z71|FCA|USD|356950.11|356950.11|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-05 19:05:01|
3949|5060522|071|2025-12-01|COVE257UP0471|FOB|USD|202925.55|202925.55|MEX| |380549190|FORD KENTUCKY TRUCK PLANT 2|3001 CHAMBERLAIN LANE||S/N|402411985|LOUISVILLE|2026-01-02 19:00:00|
1680|5005525|230|2025-12-17|COVE257VOQ1P7|FCA|USD|241318.09|241318.09|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-08 13:06:00|
1680|5005482|230|2025-12-08|COVE257V3II76|FOB|USD|127612.62|127612.62|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
3949|5060522|071|2025-12-19|COVE257VTCWN8|FOB|USD|200995.48|200995.48|MEX| |38-0549190|FORD OHIO TRUCK|799 ABBE RD||S/N|440541807|SHEFFIELD VILLAGE|2026-01-02 19:00:00|
1680|5005485|230|2025-12-02|COVE257US16Z1|FOB|USD|1.00|1.00|MEX| |38-3214772|HP PELZER AUTOMOTIVE SYSTEMS INC|115 INDUSTRIAL WAY||S/N|373031200|ATHENS|2026-01-06 13:18:03|
1680|5005481|230|2025-12-01|COVE257UR25M2|FOB|USD|1.00|1.00|MEX| |38-1790134|WICO METAL PRODUCTS|24400 SHERWOOD||S/N|480152023|CENTER LINE|2026-01-06 13:16:01|
3949|5060522|071|2025-11-30|COVE257UOXN56|FOB|USD|197046.18|197046.18|MEX| |380549190|FORD KENTUCKY TRUCK PLANT 2|3001 CHAMBERLAIN LANE||S/N|402411985|LOUISVILLE|2026-01-02 19:00:00|
3949|5060538|071|2025-12-01|COVE257UQAWM8|FCA|USD|182359.95|182359.95|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 14:21:01|
3949|5060522|071|2025-12-18|COVE257VPLOQ1|FOB|USD|184730.80|184730.80|MEX| |380549190|FORD KENTUCKY TRUCK PLANT 2|3001 CHAMBERLAIN LANE||S/N|402411985|LOUISVILLE|2026-01-02 19:00:00|
3949|5060522|071|2025-12-14|COVE257VHIVG3|FOB|USD|188433.27|188433.27|MEX| |380549190|FORD KENTUCKY TRUCK PLANT 2|3001 CHAMBERLAIN LANE||S/N|402411985|LOUISVILLE|2026-01-02 19:00:00|
1669|5000227|810|2025-12-16|COVE257VM2EK5|FCA|USD|78003.20|78003.20|BRA| |84683374000300|TUPY SA|RUA ALBANO SCHMIDT  3400||S/N|89227-901|JOINVILLE|2026-01-08 15:41:02|
1680|5005485|230|2025-12-01|COVE257UR7Q31|FOB|USD|3.00|3.00|MEX| |38-3388409|CONTINENTAL AUTOMOTIVE SYSTEMS  INC|220 N. FREEPORT DRIVE||S/N|856212424|NOGALES|2026-01-06 13:18:03|
3949|5060522|071|2025-12-18|COVE257VRJGX2|FOB|USD|184730.80|184730.80|MEX| |380549190|FORD KENTUCKY TRUCK PLANT 2|3001 CHAMBERLAIN LANE||S/N|402411985|LOUISVILLE|2026-01-02 19:00:00|
1680|5005482|230|2025-12-08|COVE257V3IJQ6|FOB|USD|131739.13|131739.13|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
1680|5005525|230|2025-12-19|COVE257VTUUC7|FCA|USD|26897.32|26897.32|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-08 13:06:00|
1669|5000222|810|2025-12-03|COVE257UWA273|FCA|STG|26694.29|20154.24|GBR| |GB359889416|REMSONS AUTOMOTIVE LIMITED|BALDWIN ROAD||S/N|DY13 9BB|WORCESTERSHIR|2026-01-08 15:44:00|
1680|5070742|240|2025-12-15|COVE257VJZAG1|FOB|USD|442540.59|442540.59|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-08 17:17:04|
1680|5005525|230|2025-12-19|COVE257VTYIQ7|FCA|USD|247227.95|247227.95|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-08 13:06:00|
3949|5060546|071|2025-12-24|COVE257W0FYK1|FCA|USD|1.00|1.00|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-08 18:03:01|
3949|5060522|071|2025-12-03|COVE257UVR7Y1|FOB|USD|184730.80|184730.80|MEX| |380549190|FORD KENTUCKY TRUCK PLANT 2|3001 CHAMBERLAIN LANE||S/N|402411985|LOUISVILLE|2026-01-02 19:00:00|
3949|5060554|071|2025-12-03|COVE257UV36V4|FCA|USD|1.00|1.00|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 10:44:01|
3949|5060523|071|2025-12-11|COVE257VBTYV3|FOB|USD|1.00|1.00|MEX| |380549190|FORD KENTUCKY TRUCK PLANT 2|3001 CHAMBERLAIN LANE||S/N|402411985|LOUISVILLE|2026-01-08 12:49:05|
