Patente|Pedimento|SeccionAduanera|Fraccion|SecuenciaFraccion|SubdivisionFraccion|DescripcionMercancia|PrecioUnitario|ValorAduana|ValorComercial|ValorDolares|CantidadUMComercial|UnidadMedidaComercial|CantidadUMTarifa|UnidadMedidaTarifa|ValorAgregado|ClaveVinculacion|MetodoValorizacion|CodigoMercanciaProducto|MarcaMercanciaProducto|ModeloMercanciaProducto|PaisOrigenDestino|PaisCompradorVendedor|EntidadFedOrigen|EntidadFedDestino|EntidadFedComprador|EntidadFedVendedor|TipoOperacion|ClaveDocumento|FechaPagoReal
3949|6020001|670|85011010|1177|04|ESPEJO RETROVISOR EXTERIOR, MOTOR DEL LIMPIACRISTALES, MOTOR SIN ENGRANAJE, VALVULA DE ESCAPE,|576.30769|8098|7492|417.02|13.000|6|13.00000|6||1|1||||USA|USA| | | | |1|F3|2026-01-13 15:53:00|
1680|5000827|240|87089999|437|08|TUBO DE COMBUSTIBLE, TUBO FLEXIBLE - TUBO DE LLENE|232.66667|865|698|39.01|3.000|6|3.00000|6||1|1||||MEX|USA| | | | |1|F2|2026-01-27 11:36:02|
1680|5000866|240|87084007|565|00|CABLE DE MANDO - PALANCA SELEC, CABLE DE MANDO DE PALANCA SELECCION|447.40000|2773|2237|124.93|5.000|6|5.00000|6||1|1||||CZE|USA| | | | |1|F2|2026-01-27 17:59:02|
3949|5104838|071|83025001|6|00|SOPORTE DE MONTAJE, SOPORTES DE MONTAJE|34.35000|51402|50838|2821.20|1480.000|6|1276.66700|1||0|1||AMS|AD-SM, GP-A40, GP-B40|KOR|USA| | | | |1|F2|2026-01-08 19:18:01|
1680|5000827|240|39263002|22|99|AGARRADERO, MANECILLA - CABLE DE MANDO, MANECILLA - PORTALON TRASERO, SOPORTE|103.33333|2305|1860|103.86|18.000|6|5.06200|1||1|1||||MEX|USA| | | | |1|F2|2026-01-27 11:36:02|
1680|5000827|240|87082923|337|00|HEBILLA - CINTURON DE SEGURIDA|357.00000|442|357|19.92|1.000|6|1.00000|6||1|1||||USA|USA| | | | |1|F2|2026-01-27 11:36:02|
1669|5023619|430|87089412|710|06|BARRA DE ACOPLAMIENTO|535.00000|1326|1070|59.71|2.000|6|2.00000|6||1|1||||DEU|GBR| | | | |1|F2|2026-01-08 15:21:01|
1680|5000866|240|73201002|140|00|RESORTE DE VALVULA|24.88670|6261|5052|282.17|203.000|6|110.43200|1||1|1||||MEX|USA| | | | |1|F2|2026-01-27 17:59:02|
1680|5000827|240|84833004|186|99|MEDIO COJINETE DE BIELA|28.61538|461|372|20.80|13.000|6|13.00000|1||1|1||||SVK|USA| | | | |1|F2|2026-01-27 11:36:02|
3949|6020001|670|70091099|361|99|ESPEJO RETRO. INT.  ANTIDESLUMB.,|78.00000|84|78|4.36|1.000|6|0.45800|1||1|1||||IND|USA| | | | |1|F3|2026-01-13 15:53:00|
3949|6020001|670|87088010|2031|00|ROTULA,|164.60976|7295|6749|375.62|41.000|6|41.00000|6||1|1||||CAN|USA| | | | |1|F3|2026-01-13 15:53:00|
3949|6020001|670|85122002|1270|00|FARO TRASERO, FAROL,|233.49091|13881|12842|714.77|55.000|6|95.86590|1||1|1||||IND|IND| | | | |1|F3|2026-01-13 15:53:00|
3949|6020001|670|84842001|1151|00|ANILLO OBTURADOR RAD.DEL.CIGUENAL,|51.78161|4869|4505|250.72|87.000|6|4.00200|1||1|1||||DEU|GBR| | | | |1|F3|2026-01-13 15:53:00|
3949|6020001|670|87082908|1643|00|EMBELLECEDOR,|293.00000|317|293|16.32|1.000|6|1.00000|6||1|1||||CHN|USA| | | | |1|F3|2026-01-13 15:53:00|
3949|6020001|670|87084008|1869|00|ARBOL CON PINON,|1763.00000|1906|1763|98.12|1.000|6|1.00000|6||1|1||||USA|USA| | | | |1|F3|2026-01-13 15:53:00|
3949|6020001|670|87084007|1862|00|EJE DE CAMBIOS, HORQUILLA DE CAMBIO,|120.71429|913|845|47.03|7.000|6|7.00000|6||1|1||||IND|GBR| | | | |1|F3|2026-01-13 15:53:00|
1669|5003140|510|83023091|95|00|ASA PARA COMPARTIMIENTO DE MALETERO|115.00000|570|460|25.64|4.000|6|2.87331|1||1|1||||THA|THA| | | | |1|F2|2026-01-13 17:37:00|
1680|5000827|240|85123099|238|00|SENSOR - SIST. ASIST. APARCAMI|293.00000|363|293|16.38|1.000|6|1.00000|1||1|1||||MEX|USA| | | | |1|F2|2026-01-27 11:36:02|
1680|5000827|240|90328999|467|00|MODULO - CONTROL ALUMBRADO|470.40000|2915|2352|131.35|5.000|6|5.00000|6||1|1||||ESP|USA| | | | |1|F2|2026-01-27 11:36:02|
3147|5024442|650|73269099|47|03|CASQUILLO|69.50000|0|139|7.78|2.000|6|1.20000|1||0|0||||PAN|PAN| | | | |2|H1|2026-01-08 17:42:00|
1680|5000866|240|85115091|367|04|ALTERNADOR|3506.14286|30419|24543|1370.81|7.000|6|7.00000|6||1|1||||JPN|USA| | | | |1|F2|2026-01-27 17:59:02|
1680|5000866|240|87089199|632|00|DEPOSITO COMPENSADOR DEL RADIADOR|143.76563|11404|9201|513.92|64.000|6|64.00000|6||1|1||||ITA|USA| | | | |1|F2|2026-01-27 17:59:02|
3147|5023951|650|87081099|64|00|SOPORTE DE ACERO DE PARACHOQUES|135.00000|136|135|7.50|1.000|6|1.00000|6||1|6||||USA|USA| | | | |1|F2|2026-01-08 10:28:01|
1680|5000866|240|87089412|660|99|SOPORTE DE TRANSMISION|663.00000|822|663|37.02|1.000|6|1.00000|6||1|1||||CZE|USA| | | | |1|F2|2026-01-27 17:59:02|
1680|5000866|240|85041001|358|00|COMPENSADOR|770.28571|6683|5392|301.14|7.000|6|7.00000|6||1|1||||USA|USA| | | | |1|F2|2026-01-27 17:59:02|
3949|6020001|670|73269099|520|99|JUNTA,|135.00000|146|135|7.52|1.000|6|0.02268|1||1|1||||MEX|USA| | | | |1|F3|2026-01-13 15:53:00|
1669|5003140|510|87082904|225|00|MOLDURA PUERTA DELANTERA, DERECHA|1516.00000|7516|6064|337.80|4.000|6|4.00000|6||1|1||||THA|THA| | | | |1|F2|2026-01-13 17:37:00|
3949|6020001|670|40169304|259|01|MOLDURA, MOLDURA EXT. INF.  ABERTURA PUERTA,|140.75000|609|563|31.33|4.000|6|0.86148|1||1|1||||THA|USA| | | | |1|F3|2026-01-13 15:53:00|
3949|6020001|670|40169999|300|07|AISLADOR  SOPORTE RADIADOR, AISLADOR DE GOMA, AISLAMIENTO, CASQUILLO, CASQUILLO  BRAZOSUSPENSION DEL., COJINETE  APOYO TELESC.SUSPENSION, CUBIERTA, GROMMET  ANILLO DE GOMA, SOPORTE  SUSPENSION TUBO DE ESCAPE, TOPE,|47.97507|18720|17319|963.93|361.000|6|249.65591|1||1|1||||USA|USA| | | | |1|F3|2026-01-13 15:53:00|
3949|6020001|670|73181599|393|03|TORNILLO DE CABEZA HEXAGONAL,|28.03125|970|897|49.92|32.000|6|0.57600|1||1|1||||ESP|USA| | | | |1|F3|2026-01-13 15:53:00|
3949|6020001|670|40161001|217|00|BURLETE DE GOMA, BURLETE DE GOMA  CRISTAL BAJABLE,|242.66667|787|728|40.50|3.000|6|2.53985|1||1|1||||USA|USA| | | | |1|F3|2026-01-13 15:53:00|
3949|6020001|670|85013103|1181|00|MOTOR  REGLAJE DE TEMPERATURA,|421.00000|455|421|23.41|1.000|6|1.00000|6||1|1||||AUT|USA| | | | |1|F3|2026-01-13 15:53:00|
3949|6020001|670|40169101|218|00|JUEGO DE ESTERAS CONTORNEADAS, REVESTIMIENTO PARA MALETERO,|973.60000|5262|4868|270.93|5.000|6|7.03500|4||1|1||||USA|USA| | | | |1|F3|2026-01-13 15:53:00|
1680|5000866|240|40103999|68|99|CORREA TRAPEZOIDAL|137.00000|340|274|15.30|2.000|6|0.54400|1||1|1||||USA|USA| | | | |1|F2|2026-01-27 17:59:02|
1680|5000827|240|73182403|88|00|ANILLO DE PRESION, ANILLO DE PRESION INTERIOR, CLIP - BULON DE PISTON|16.03571|556|449|25.10|28.000|6|7.56300|1||1|1||||USA|USA| | | | |1|F2|2026-01-27 11:36:02|
1669|5023619|430|84841001|290|00|ANILLO DE JUNTA|13.06667|486|392|21.85|30.000|6|2.91903|1||1|1||||AUT|GBR| | | | |1|F2|2026-01-08 15:21:01|
1733|6002732|640|39174001|1|00|ACCESORIOS DE TUBERIA DE PLASTICO|119.00000|787|714|41.34|6.000|6|0.21000|1||0|1||||DEU|USA| | | | |1|F3|2026-01-28 17:50:03|
1680|5000827|240|73182999|90|99|ANILLO|33.66667|376|303|16.92|9.000|6|9.00000|1||1|1||||USA|USA| | | | |1|F2|2026-01-27 11:36:02|
3949|5104860|071|84849099|36|99|JUEGO DE EMPAQUES|4451.00000|45004|44510|2473.80|10.000|12|1.13400|1||0|1||||USA|USA| | | | |1|F2|2026-01-08 15:41:00|
1680|5000866|240|84137007|239|00|MOTOR CON BOMBA|80.50000|399|322|18.00|4.000|6|4.00000|6||1|1||||CZE|USA| | | | |1|F2|2026-01-27 17:59:02|
1680|5000866|240|84219999|273|01|BANDEJA PARA FILTRO DE AIRE, CUBIERTA|446.13333|8294|6692|373.77|15.000|6|29.32800|1||1|1||||USA|USA| | | | |1|F2|2026-01-27 17:59:02|
3949|6020001|670|70071199|333|99|CRISTAL, CRISTAL DE PUERTA TRASERA,|788.37500|6817|6307|351.02|8.000|6|30.29810|1||1|1||||MEX|USA| | | | |1|F3|2026-01-13 15:53:00|
3949|6020001|670|85182999|2600|00|ALTAVOZ,|304.00000|329|304|16.94|1.000|6|1.00000|6||1|1||||MEX|USA| | | | |1|F3|2026-01-13 15:53:00|
3949|6020001|670|84099199|661|12|ANTIVIBRADOR  ARBOL DE TRANSMISION, POLEA  CIGUENAL,|488.00000|2110|1952|108.62|4.000|6|10.68023|1||1|1||||CZE|GBR| | | | |1|F3|2026-01-13 15:53:00|
3949|6020001|670|94019999|2380|01|CHASSIS, JUEGO DE FUNDAS  ASIENTOS TRASEROS,|960.00000|3113|2880|160.29|3.000|6|6.43194|1||1|1||||CHN|USA| | | | |1|F3|2026-01-13 15:53:00|
3949|6020001|670|40103101|2420|00|CORREA, CORREA TRAPEZOIDAL,|96.10924|12362|11437|636.59|119.000|6|14.08612|1||1|1||||MEX|USA| | | | |1|F3|2026-01-13 15:53:00|
3949|6020001|670|84833004|1075|99|MEDIO COJINETE C. COLLAR  CIGUENAL,|93.00000|101|93|5.15|1.000|6|0.05000|1||1|1||||DEU|USA| | | | |1|F3|2026-01-13 15:53:00|
3949|6020001|670|87087006|2686|00|EMBELLECEDOR DE RUEDA,|95.33333|927|858|47.74|9.000|6|9.00000|6||1|1||||USA|USA| | | | |1|F3|2026-01-13 15:53:00|
1669|5003140|510|73209099|88|01|MUELLE DE RETROCESO|26.60000|330|266|14.80|10.000|6|7.18327|1||1|1||||THA|THA| | | | |1|F2|2026-01-13 17:37:00|
1680|5000866|240|87089999|681|99|CARTON PROTECT. - COMPART. MOT, CUBO DE RUEDA, JUEGO - DISPOS. ENGANCHE REMOL, SOPORTE, SOPORTE DE TRANSMISION, TUBO DE DERIVACION DE AGUA|633.30769|10204|8233|459.83|13.000|6|13.00000|6||1|1||||CHN|USA| | | | |1|F2|2026-01-27 17:59:02|
1680|5000827|240|39263002|24|99|AGARRADERA, CUBIERTA - MANECILLA INT./PUER, GANCHO, MANECILLA - AJUSTADOR DE ALTUR, MANECILLA EXTERIOR DE PUERTA, MANECILLA INTERIOR DE PUERTA, MOLDURA - REVESTIMIENTO TECHO, PALANCA DE AJUSTE DE RESPALDO, PARRILLA INFERIOR DE FASIA, PASADOR, PLACA D|166.22222|5562|4488|250.68|27.000|6|11.05400|1||1|1||||USA|USA| | | | |1|F2|2026-01-27 11:36:02|
3949|5005339|160|39263002|31|01|MOLDURA|290.00000|0|290|16.13|1.000|6|1.39130|1||0|0||||PAN|PAN| | | | |2|H1|2026-01-08 17:11:01|
1680|5000866|240|87089305|644|99|CUBO, JUEGO DE CASQUILLOS, PEDAL DE EMBRAGUE|210.39286|7301|5891|329.03|28.000|6|28.00000|6||1|1||||CAN|USA| | | | |1|F2|2026-01-27 17:59:02|
1680|5000866|240|87085099|584|02|EQUIPO - REPARACION JUNTA VC, PALIER - EJE DELANTERO|1621.47500|80387|64859|3622.54|40.000|6|40.00000|6||1|1||||USA|USA| | | | |1|F2|2026-01-27 17:59:02|
1669|5023619|430|40169304|64|99|ANILLO DE JUNTA|56.22222|627|506|28.25|9.000|6|0.87571|1||1|1||||MEX|GBR| | | | |1|F2|2026-01-08 15:21:01|
1680|5000866|240|87089199|629|00|COLECTOR DE AIRE - RADIADOR, REFRIGERADOR-AIRE DE CARGA DE|1616.15385|26040|21010|1173.48|13.000|6|13.00000|6||1|1||||CAN|USA| | | | |1|F2|2026-01-27 17:59:02|
1680|5000866|240|84099199|194|05|COLECTOR DE ADMISION, COLECTOR DE COMBUSTIBLE|884.60000|49337|39807|2223.31|45.000|6|120.61500|1||1|1||||USA|USA| | | | |1|F2|2026-01-27 17:59:02|
3949|6020001|670|90262099|2291|01|TRANSMISOR  CALIBRACION DEL TPMS,|243.00000|263|243|13.53|1.000|6|1.00000|6||1|1||||GBR|USA| | | | |1|F3|2026-01-13 15:53:00|
3949|6020001|670|76161001|529|00|REMACHE, REMACHE CIEGO,|3.09091|331|306|17.01|99.000|6|0.59800|1||1|1||||USA|USA| | | | |1|F3|2026-01-13 15:53:00|
3949|6020001|670|84133099|758|01|BOMBA DE INYECCION,|3384.60000|18292|16923|941.90|5.000|6|5.00000|6||1|1||||THA|USA| | | | |1|F3|2026-01-13 15:53:00|
1669|5003140|510|73181599|73|03|TORNILLO|45.92857|797|643|35.84|14.000|6|5.18000|1||1|1||||TWN|THA| | | | |1|F2|2026-01-13 17:37:00|
3949|6020001|670|39269099|107|06|ANILLO OBTURADOR RADIAL, MUELLE, PLACA DISTINTIVA,|52.42857|397|367|20.40|7.000|6|0.23608|1||1|1||||CHN|USA| | | | |1|F3|2026-01-13 15:53:00|
1669|5003140|510|85129007|161|03|HOJA MONTADA DE LIMPIAPARABRISAS|130.60526|6151|4963|276.44|38.000|6|4.52000|1||1|1||||THA|THA| | | | |1|F2|2026-01-13 17:37:00|
1669|5003140|510|87082999|265|99|PANEL DE CARROCERIA|237.66667|884|713|39.69|3.000|6|3.00000|6||1|1||||THA|THA| | | | |1|F2|2026-01-13 17:37:00|
3949|6020001|670|85176217|1343|99|MODULO  ENLACE DATOS INTELIGENTE, MODULO  INTERFAZ,|383.40000|4144|3834|213.41|10.000|6|10.00000|6||1|1||||MEX|USA| | | | |1|F3|2026-01-13 15:53:00|
1680|5000827|240|87089305|410|99|TUBO|70.66667|263|212|11.85|3.000|6|3.00000|6||1|1||||DEU|USA| | | | |1|F2|2026-01-27 11:36:02|
1680|5000827|240|85111099|219|99|BUJIA DE ENCENDIDO|50.49000|12516|10098|564.00|200.000|6|108.00000|1||1|1||||JPN|USA| | | | |1|F2|2026-01-27 11:36:02|
3949|5005339|160|73269099|51|03|CASQUILLO|66.16667|0|397|22.08|6.000|6|11.16667|1||0|0||||PAN|PAN| | | | |2|H1|2026-01-08 17:11:01|
1680|5000827|240|87089412|427|91|AMORTIGUADOR DE VIBRACIONES, EJE DE DIRECCION, GUARDAPOLVO, JUEGO DE MANGUITOS, RACOR, TUBO, TUBO FLEXIBLE|568.79412|23969|19339|1080.15|34.000|6|34.00000|6||1|1||||USA|USA| | | | |1|F2|2026-01-27 11:36:02|
1733|6002677|640|73269099|9|99|SOPORTE DE ACERO|19357.00000|21330|19357|1120.00|1.000|6|0.56500|1||0|1||||USA|USA| | | | |1|F3|2026-01-28 18:13:05|
3949|5004822|160|840999|2|00|UN LOTE DE MATERIAL DE ENSAMBLE|565.43000|135704|135704|7570.75|240.000|6|202.08000|1||0|6||||CHN|CHN| | | | |1|F2|2026-01-08 18:28:07|
1680|5000827|240|87083004|351|00|ALMOHADILLA, KIT - FORRO DE FRENO, PASTILLA - FRENO|381.76923|6151|4963|277.17|13.000|6|13.00000|6||1|1||||MEX|USA| | | | |1|F2|2026-01-27 11:36:02|
1680|5000866|240|84099904|212|00|PIVOTE|328.36364|4477|3612|201.74|11.000|6|89.79300|1||1|1||||USA|USA| | | | |1|F2|2026-01-27 17:59:02|
3949|6020001|670|87088007|2017|00|BRAZO DE SUSPENSION DELANTERA, PORTAMANGUETA DELANTERA,|263.12500|2275|2105|117.17|8.000|6|8.00000|6||1|1||||IND|IND| | | | |1|F3|2026-01-13 15:53:00|
3949|6020001|670|84253999|925|00|SUJECION RUEDA DE RECAMBIO,|209.00000|226|209|11.65|1.000|6|1.00000|6||1|1||||THA|GBR| | | | |1|F3|2026-01-13 15:53:00|
1669|5003140|510|39263002|11|99|GUARNICIONES PARA MUEBLES|64.33333|239|193|10.73|3.000|6|2.15498|1||1|1||||THA|THA| | | | |1|F2|2026-01-13 17:37:00|
3949|6020001|670|87083009|1774|00|JUEGOREPARACION  CILIND. PRINC.,|878.00000|949|878|48.85|1.000|6|1.00000|6||1|1||||IND|USA| | | | |1|F3|2026-01-13 15:53:00|
3949|6020001|670|84834009|1086|99|PINON  ARBOL DE LEVAS,|508.50000|2198|2034|113.20|4.000|6|4.55406|1||1|1||||ROM|USA| | | | |1|F3|2026-01-13 15:53:00|
1669|5003140|510|87082999|251|99|CUBIERTA DE CARROCERIA|22.00000|109|88|4.92|4.000|6|4.00000|6||1|1||||THA|THA| | | | |1|F2|2026-01-13 17:37:00|
3949|6020001|670|87089999|2190|06|SOPORTE  SUJECION DELANTERA MOTOR,|373.45455|4440|4108|228.64|11.000|6|11.00000|6||1|1||||ESP|USA| | | | |1|F3|2026-01-13 15:53:00|
3949|6020001|670|87083099|1827|99|TAPON DE LLENADO,|21.00000|23|21|1.19|1.000|6|1.00000|6||1|1||||CZE|USA| | | | |1|F3|2026-01-13 15:53:00|
1680|5000827|240|87082907|330|00|PARRILLA DEL RADIADOR|509.83333|3791|3059|170.86|6.000|6|6.00000|6||1|1||||USA|USA| | | | |1|F2|2026-01-27 11:36:02|
1680|5000866|240|85129007|393|99|LUZ - POSTERIOR - CENTRAL|24.00000|89|72|4.02|3.000|6|0.32400|1||1|1||||TUR|USA| | | | |1|F2|2026-01-27 17:59:02|
1669|5022896|430|87088005|112|00|PARTE PARA SUSPENSION|673.00000|2502|2019|110.30|3.000|6|3.00000|6||1|1||||ZAF|ZAF| | | | |1|F2|2026-01-08 18:10:01|
1680|5000827|240|85371099|283|99|CARCASA - COLUMNA DE DIRECCION, CARGADOR MOVIL FORD, INTERRUPTOR, JUEGO - SIST. ALARMA/TRABA REM, MODULO - CONTROL ALUMBRADO, UNIDAD DE CONTROL|1206.00000|17937|14472|808.28|12.000|6|12.94200|1||1|1||||MEX|USA| | | | |1|F2|2026-01-27 11:36:02|
1680|5000866|240|40093205|55|01|TUBO FLEXIBLE|97.20000|602|486|27.15|5.000|6|0.34000|1||1|1||||PRT|USA| | | | |1|F2|2026-01-27 17:59:02|
3949|5104849|071|84158299|6|00|UNIDAD DE ENFRIAMIENTO|21823.00000|22065|21823|1200.00|1.000|6|1.00000|6||0|1||||DEU|USA| | | | |1|F2|2026-01-08 09:19:03|
1680|5000866|240|34039999|7|00|ACEITE - COMPRESOR ACOND. DE A|125.68056|11215|9049|505.44|72.000|6|72.00000|1||1|1||||JPN|USA| | | | |1|F2|2026-01-27 17:59:02|
1680|5000827|240|87084099|373|99|CABLE DE MANDO - PALANCA SELEC, TUBO|171.90476|4474|3610|201.64|21.000|6|21.00000|6||1|1||||MEX|USA| | | | |1|F2|2026-01-27 11:36:02|
3949|6020001|670|87083004|1751|00|JUEGOZAPATAS DE FRENO CON FORROS, KIT  FORRO FRENO ESTACIONAMIENTO, KIT  PASTILLA DE FRENO, PASTILLA  FRENO,|373.36957|18564|17175|955.92|46.000|6|46.00000|6||1|1||||CHN|USA| | | | |1|F3|2026-01-13 15:53:00|
3949|6020001|670|84213999|901|99|DEPOSITO DE VAPORES DE COMBUSTIBLE, SEPARADOR DE ACEITE,|941.00000|2034|1882|104.76|2.000|6|4.35300|1||1|1||||MEX|USA| | | | |1|F3|2026-01-13 15:53:00|
3949|6020001|670|85261099|1360|00|SENSOR,|1502.50000|6496|6010|334.53|4.000|6|4.00000|6||1|1||||MEX|USA| | | | |1|F3|2026-01-13 15:53:00|
3949|6020001|670|87082201|1594|00|CRISTAL  PARABRISAS,|3179.00000|6872|6358|353.89|2.000|6|2.00000|6||1|1||||CAN|USA| | | | |1|F3|2026-01-13 15:53:00|
3949|6020001|670|73181599|417|03|ESPARRAGO, PERNO,|18.55556|181|167|9.30|9.000|6|0.54441|1||1|1||||ZAF|ZAF| | | | |1|F3|2026-01-13 15:53:00|
3949|6020001|670|40169901|275|00|GUARDAPOLVO,|18.00000|19|18|1.00|1.000|6|0.01000|1||1|1||||POL|USA| | | | |1|F3|2026-01-13 15:53:00|
3949|6020001|670|73181606|440|04|TUERCA, TUERCA  TORNILLO DE AJUSTE, TUERCA AUTOBLOCANTE, TUERCA CON COLLAR, TUERCA DE RUEDA, TUERCA DE SEGURIDAD, TUERCA HEXAGONAL, TUERCA HEXAGONAL CON COLLAR,|18.03311|2943|2723|151.54|151.000|6|1604.59808|1||1|1||||USA|USA| | | | |1|F3|2026-01-13 15:53:00|
3949|6020001|670|73261999|496|08|JUNTA,|10.50000|45|42|2.33|4.000|6|0.18144|1||1|1||||DEU|GBR| | | | |1|F3|2026-01-13 15:53:00|
3147|5038222|470|70072199|8|01|CRISTAL - PARABRISAS|1497.83333|11139|8987|491.36|6.000|6|6.00000|1||1|1||||CHN|CHN| | | | |1|F2|2026-01-27 13:49:03|
1680|5000827|240|87088010|395|00|ROTULA|224.94444|5018|4049|226.14|18.000|6|18.00000|6||1|1||||CAN|USA| | | | |1|F2|2026-01-27 11:36:02|
3147|5024156|650|87088005|9|00|MUNON Y BUJES DE LLANTA TRASERA IZQUIERDA|501.00000|0|3006|168.00|6.000|6|6.00000|6||0|0||||BRA|BRA| | | | |2|A1|2026-01-07 10:21:00|
1680|5000827|240|39263002|18|01|PASADOR|118.00000|293|236|13.16|2.000|6|0.09000|1||1|1||||IND|USA| | | | |1|F2|2026-01-27 11:36:02|
1680|5000866|240|84835003|321|99|POLEA, POLEA - SERVODIRECCION|304.72727|4155|3352|187.23|11.000|6|11.68000|1||1|1||||DEU|USA| | | | |1|F2|2026-01-27 17:59:02|
1669|5003141|510|87089412|345|04|COLUMNAS PARA EL SISTEMA DE DIRECCION|683.25000|6775|5466|305.28|8.000|6|8.00000|6||1|1||||CHN|CHN| | | | |1|F2|2026-01-07 13:43:01|
1680|5000827|240|87089999|449|99|PROTECTOR - TRAVESA#O DELANTER|485.00000|601|485|27.11|1.000|6|1.00000|6||0|1||||USA|USA| | | | |1|F2|2026-01-27 11:36:02|
1680|5000827|240|70091099|76|99|CRISTAL - ESPEJO RETROVISOR EX|293.20000|3634|2932|163.76|10.000|6|3.73500|1||1|1||||USA|USA| | | | |1|F2|2026-01-27 11:36:02|
3949|6020001|670|40169901|273|00|PARACHOQUES,|22.00000|24|22|1.22|1.000|6|0.02268|1||1|1||||IND|USA| | | | |1|F3|2026-01-13 15:53:00|
3147|6001010|650|73181599|3|03|PERNO ROSCADO DE ACERO|36.00000|36|36|2.00|1.000|6|0.22000|1||1|6||||USA|USA| | | | |1|F3|2026-01-13 12:35:01|
3949|6020001|670|84133099|757|01|UNIDAD EMISORA Y BOMBA,|1507.00000|1629|1507|83.90|1.000|6|1.00000|6||1|1||||MEX|USA| | | | |1|F3|2026-01-13 15:53:00|
3949|6020001|670|84824001|1046|00|ARANDELA ESP.  BRIDA DE MANDO, MANGUITO, RODAMIENTO DE RODILLOS CILINDRICOS,|32.38462|455|421|23.42|13.000|6|320.87216|1||1|1||||USA|USA| | | | |1|F3|2026-01-13 15:53:00|
3949|6020001|670|84099199|660|12|POLEA  CIGUENAL,|267.50000|578|535|29.78|2.000|6|4.50000|1||1|1||||BRA|USA| | | | |1|F3|2026-01-13 15:53:00|
1669|5003140|510|87089999|391|99|REEMPLAZO DE LARIEL DEL CHASIS|2480.50000|6149|4961|276.34|2.000|6|2.00000|6||1|1||||THA|THA| | | | |1|F2|2026-01-13 17:37:00|
1669|5003140|510|39263002|18|99|SOPORTE|32.66667|607|490|27.30|15.000|6|3.04500|1||1|1||||THA|THA| | | | |1|F2|2026-01-13 17:37:00|
1669|5003140|510|87082201|214|00|VIDRIOS Y VENTANILLAS DEL VEHICULO|1617.86364|44114|35593|1982.64|22.000|6|22.00000|6||1|1||||THA|THA| | | | |1|F2|2026-01-13 17:37:00|
3147|5038222|470|85371099|14|99|CAJA DE FUSIBLES|486.00000|602|486|26.58|1.000|6|0.29600|1||1|1||||PRT|GBR| | | | |1|F2|2026-01-27 13:49:03|
1680|5000866|240|87089999|673|06|SOPORTE - AMORTIGUADOR|232.00000|575|464|25.94|2.000|6|2.00000|6||1|1||||THA|USA| | | | |1|F2|2026-01-27 17:59:02|
1669|5023619|430|39269099|22|06|BOTON DE PRESION|8.07000|1000|807|45.03|100.000|6|9.73009|1||1|1||||ESP|GBR| | | | |1|F2|2026-01-08 15:21:01|
1680|5000866|240|82041199|161|00|BOLSA DE HERRAMIENTAS|215.00000|533|430|24.00|2.000|6|66.94200|1||1|1||||CHN|USA| | | | |1|F2|2026-01-27 17:59:02|
1680|5000866|240|87085099|582|02|SEMIEJE|1265.42857|10979|8858|494.73|7.000|6|7.00000|6||1|1||||CAN|USA| | | | |1|F2|2026-01-27 17:59:02|
3949|5104862|071|82090001|11|00|INSERTOS DE CARBUROS|227.10000|4592|4542|252.60|20.000|6|0.04000|1||0|1||INGERSOLL||ISR|USA| | | | |1|F2|2026-01-08 15:39:05|
1733|6002677|640|40169304|11|99|SELLO DE URETANO|3370.33333|11142|10111|585.00|3.000|6|0.70500|1||0|1||||USA|USA| | | | |1|F3|2026-01-28 18:13:05|
1680|5000866|240|90268091|710|01|SENSOR|287.00000|21698|17507|977.83|61.000|6|61.00000|6||1|1||||USA|USA| | | | |1|F2|2026-01-27 17:59:02|
3949|6020001|670|84833004|1074|03|MEDIO COJINETE DE BIELA,|17.62500|305|282|15.68|16.000|6|2.40000|1||1|1||||USA|USA| | | | |1|F3|2026-01-13 15:53:00|
3949|6020001|670|39174001|19|00|RACOR, TUBO DE UNION,|147.42857|1115|1032|57.44|7.000|6|3.10000|1||1|1||||GBR|USA| | | | |1|F3|2026-01-13 15:53:00|
3949|6020001|670|73181599|401|03|PERNO, TORNILLO DE CABEZA HEXAG. C. COLLAR, TORNILLO DE CABEZA HEXAGONAL,|18.41121|2129|1970|109.66|107.000|6|846.38571|1||1|1||||ITA|USA| | | | |1|F3|2026-01-13 15:53:00|
3949|6020001|670|85392999|1485|01|LAMPARA,|106.42857|805|745|41.44|7.000|6|7.00000|6||1|1||||MEX|USA| | | | |1|F3|2026-01-13 15:53:00|
3949|6020001|670|39235001|42|00|CAPUCHON C. TOBERA,|18.00000|19|18|1.00|1.000|6|0.02268|1||1|1||||ESP|USA| | | | |1|F3|2026-01-13 15:53:00|
1669|5003140|510|87082999|250|99|CUBIERTA ASYS ESPEJO RETROVISOR EXTERIOR|286.00000|1063|858|47.79|3.000|6|3.00000|6||1|1||||THA|THA| | | | |1|F2|2026-01-13 17:37:00|
3949|6020001|670|85437099|1506|05|INTERRUPT. MANDOVENTLLA  SIMPLE,|109.00000|707|654|36.38|6.000|6|6.00000|6||1|1||||CZE|GBR| | | | |1|F3|2026-01-13 15:53:00|
3949|6020001|670|84818013|947|00|TUBULADURA DE SALIDA DE AGUA,|138.71429|1050|971|54.03|7.000|6|2.10000|1||1|1||||GBR|GBR| | | | |1|F3|2026-01-13 15:53:00|
