Patente|Pedimento|SeccionAduanera|Fraccion|SecuenciaFraccion|SubdivisionFraccion|DescripcionMercancia|PrecioUnitario|ValorAduana|ValorComercial|ValorDolares|CantidadUMComercial|UnidadMedidaComercial|CantidadUMTarifa|UnidadMedidaTarifa|ValorAgregado|ClaveVinculacion|MetodoValorizacion|CodigoMercanciaProducto|MarcaMercanciaProducto|ModeloMercanciaProducto|PaisOrigenDestino|PaisCompradorVendedor|EntidadFedOrigen|EntidadFedDestino|EntidadFedComprador|EntidadFedVendedor|TipoOperacion|ClaveDocumento|FechaPagoReal
1669|5023619|430|87089305|706|99|TUBO|158.94737|3743|3020|168.50|19.000|6|19.00000|6||1|1||||DEU|GBR| | | | |1|F2|2026-01-08 15:21:01|
1669|5003141|510|87089999|370|99|TUBO DE ASPIRACION DE AIRE|29.69355|2282|1841|102.80|62.000|6|62.00000|6||1|1||||CHN|CHN| | | | |1|F2|2026-01-07 13:43:01|
1680|6005532|230|39263002|18|99|LOS DEMAS GUARNICIONES PARA MUEBLES CARROCERIAS O SIMILARES|16.65000|3595|3414|190.02|205.000|6|18.52000|1|0|0|6||||GBR|GBR| | | | |1|F3|2026-01-07 17:51:01|
1680|5070742|240|87038001|4|00|VEHICULOS AUTOMOVILES PROPULSADOS UNICAMENTE CON MOTOR ELECTRICO|884970.11000|0|65487788|3644953.61|74.000|6|74.00000|6|0|0|0||FORD|MUSTANG MACH E GT LHD|USA|USA| | | | |2|I1|2026-01-08 17:17:04|
3949|5104849|071|85444299|49|04|CABLE CON CONEXIONES|1364.00000|1379|1364|75.00|1.000|6|0.45300|1||0|1||||DEU|USA| | | | |1|F2|2026-01-08 09:19:03|
3949|5005339|160|85443099|27|01|MAZO DE COMPARTIMENTO DE MOTOR|934.00000|0|934|52.00|1.000|6|1.39130|1||0|0||||PAN|PAN| | | | |2|H1|2026-01-08 17:11:01|
1669|5023619|430|87082919|457|00|MONTAJE DE PUERTA - TRASERO|3297.50000|8174|6595|367.95|2.000|6|2.00000|6||1|1||||TUR|GBR| | | | |1|F2|2026-01-08 15:21:01|
1669|5023619|430|87085099|625|99|JUEGO/REPARACION - COJINETES/R|1356.35000|67243|54254|3026.75|40.000|6|40.00000|6||1|1||||DEU|GBR| | | | |1|F2|2026-01-08 15:21:01|
1680|5000089|270|73269099|4|99|LOTE DE RACKS, SEPARADORES, ENVASES O CONTENEDORES CON BASE Y TAPA|18.00000|0|36|2.00|2.000|6|444.52600|1|0|0|0||||CAN|USA| | | | |2|H1|2026-01-07 18:22:12|
3949|6020001|670|87082901|1603|00|CHAPA PROTECTORA  PASO DE RUEDA, GOMA GUARDAFANGO, GOMA GUARDAFANGO DELANTERA, PROTECTOR,|290.80000|3143|2908|161.83|10.000|6|10.00000|6||1|1||||CAN|USA| | | | |1|F3|2026-01-13 15:53:00|
1669|6900631|430|87089305|709|99|VALVULA|101.00000|376|303|16.93|3.000|6|3.00000|6||1|1||||CZE|GBR| | | | |1|F2|2026-01-13 11:45:01|
1669|5023941|430|94019999|197|01|ASIENTO DEL CONDUCTOR|11569.00000|0|11569|643.93|1.000|6|2.22727|1||0|0||||CUR|CUR| | | | |2|H1|2026-01-12 13:37:01|
1669|5023941|430|87082999|137|99|REVESTIMIENTO DELANTERO|599.80000|0|5998|333.86|10.000|6|10.00000|6||0|0||||BHS|BHS| | | | |2|H1|2026-01-12 13:37:01|
3949|6020001|670|84099999|727|00|CUBIERTA, REFRIGERADOR  RECIRC. GASES ESCAPE,|418.33333|1356|1255|69.84|3.000|6|4.08000|1||1|1||||MEX|USA| | | | |1|F3|2026-01-13 15:53:00|
3949|6020001|670|40093205|2418|01|MANGUERA DE CALEFACTOR, MANGUITO  TANQUE AUXILIAR, RACOR FLEXIBLE DE RADIADOR, TUBERIA, TUBO DE AGUA CALIENTE, TUBO FLEXIBLE, TUBO FLEXIBLE DE REBOSE,|240.13163|122249|113102|6295.09|471.000|6|2624.33020|1||1|1||||MEX|USA| | | | |1|F3|2026-01-13 15:53:00|
1680|5005525|230|73269099|35|99|LOTE DE RACKS, SEPARADORES, ENVASES O CONTENEDORES CON BASE Y TAPA|17.84000|3045|2873|160.44|161.000|6|715395.36300|1||1|6||||MEX|USA| | | | |1|F2|2026-01-08 13:06:00|
1669|5023619|430|70071199|85|01|CRISTAL - TECHO SOLAR|504.77778|5631|4543|253.43|9.000|6|37.22730|1||1|1||||TUR|GBR| | | | |1|F2|2026-01-08 15:21:01|
3949|5104849|071|85369028|32|00|BLOQUE DE CONEXION|455.00000|460|455|25.00|1.000|6|0.45300|1||0|1||||DEU|USA| | | | |1|F2|2026-01-08 09:19:03|
1680|6005532|230|73181999|70|99|LOS DEMAS TORNILLOS PERNOS TUERCAS TIRAFONDOS ESCARPIAS ROSCADAS REMACHES PASADORES CLAVIJAS CHAVETAS ARANDELAS INCLUIDAS LAS ARANDELAS DE MUELLE RESORTE Y ARTICULOS SIMILARES DE FUNDICION HIERRO O ACERO|15.19000|3278|3113|173.29|205.000|6|25.62500|1|0|0|6||||BEL|BEL| | | | |1|F3|2026-01-07 17:51:01|
1669|5023619|430|40169304|72|01|JUNTA|171.00000|424|342|19.10|2.000|6|0.19460|1||1|1||||FRA|GBR| | | | |1|F2|2026-01-08 15:21:01|
1669|5022897|430|87082999|178|02|PANELES LATERALES DE CARROCERIA|252.56522|7200|5809|324.07|23.000|6|23.00000|6||1|1||||IND|IND| | | | |1|F2|2026-01-08 11:20:00|
1680|5005478|230|854370|33|00|UN LOTE DE MATERIAL DE ENSAMBLE|715.15000|1369714|1287264|71897.34|1800.000|6|630.00000|1||1|6||||USA|USA| | | | |1|F2|2026-01-07 12:19:01|
1669|5023619|430|40103999|60|99|CORREA TRAPEZOIDAL|286.79310|10308|8317|464.00|29.000|6|22.61952|1||1|1||||DEU|GBR| | | | |1|F2|2026-01-08 15:21:01|
3949|5104841|071|32141001|1|00|JUEGO DE REPARACION PARA TUBERIA|1123.50000|2272|2247|124.98|2.000|12|0.02900|1||0|1||LOCTITE||USA|USA| | | | |1|F2|2026-01-09 13:40:01|
1680|5092157|240|87082904|8|00|PANEL DE PUERTA|5169.93023|222307|222307|12208.99|43.000|6|43.00000|6||0|1||||USA|USA| | | | |1|F2|2026-01-08 18:50:02|
3949|6020001|670|84818099|992|00|VALVULA,|240.00000|519|480|26.74|2.000|6|0.20000|1||1|1||||DEU|USA| | | | |1|F3|2026-01-13 15:53:00|
3949|6020001|670|70071199|330|01|CORREA TRAPEZOIDAL, CRISTAL, CRISTAL  PUERTA, CRISTAL  VENTANILLA LATERAL TRAS., CRISTAL BAJABLE  PUERTA, CRISTAL DE PUERTA TRASERA,|548.00000|11254|10412|579.51|19.000|6|38.85362|1||1|1||||USA|USA| | | | |1|F3|2026-01-13 15:53:00|
1669|5023941|430|85122002|59|00|FARO TRASERO|4220.75000|0|16883|939.70|4.000|6|7.80762|1||0|0||||BHS|BHS| | | | |2|H1|2026-01-12 13:37:01|
1669|5023941|430|85369099|86|99|MUELLE|552.00000|0|552|30.75|1.000|6|2.16541|1||0|0||||BHS|BHS| | | | |2|H1|2026-01-12 13:37:01|
1669|6900631|430|87084007|605|00|PINON|798.00000|989|798|44.52|1.000|6|1.00000|6||1|1||||FRA|GBR| | | | |1|F2|2026-01-13 11:45:01|
3949|6020001|670|85369099|1429|99|CUBIERTA CON PLACA DE CONTACTO,|445.57143|3371|3119|173.60|7.000|6|1.50000|1||1|1||||CZE|USA| | | | |1|F3|2026-01-13 15:53:00|
1669|5023619|430|87089305|708|99|TUBO|271.00000|1008|813|45.34|3.000|6|3.00000|6||1|1||||SVK|GBR| | | | |1|F2|2026-01-08 15:21:01|
3949|5104841|071|48030004|11|99|PAPEL TOALLA|1222.58333|44501|44013|2448.00|36.000|6|195.95500|1||0|1||||USA|USA| | | | |1|F2|2026-01-09 13:40:01|
1669|5023619|430|87081099|414|00|PARTE PARA DEFENSA|2543.14286|22064|17802|993.15|7.000|6|7.00000|6||1|1||||TUR|GBR| | | | |1|F2|2026-01-08 15:21:01|
1680|5070744|240|902620|7|00|UN LOTE DE MATERIAL DE ENSAMBLE|117.83000|1263810|1187736|65961.51|10080.000|6|362.88000|1||1|6||||MEX|USA| | | | |1|F2|2026-01-07 15:04:04|
1669|5023619|430|73182291|129|99|ARANDELA DE ACERO|81.25000|403|325|18.12|4.000|6|0.45497|1||1|1||||GBR|GBR| | | | |1|F2|2026-01-08 15:21:01|
1669|5023619|430|87082999|531|99|REVESTIMIENTO - PORTALON TRASERO|635.00000|1574|1270|70.86|2.000|6|2.00000|6||1|1||||ESP|GBR| | | | |1|F2|2026-01-08 15:21:01|
1680|6005532|230|83023091|91|00|LAS DEMAS GUARNICIONES, HERRAJES Y ARTICULOS SIMILARES, PARA VEHICULOS AUTOMOVILES.|21.81000|30995|29438|1638.46|1350.000|6|206.70300|1|0|1|6||||CAN|USA| | | | |1|F3|2026-01-07 17:51:01|
1669|5023619|430|87084099|616|01|PINON DE 6A VELOCIDAD|272.00000|337|272|15.18|1.000|6|1.00000|6||1|1||||DEU|GBR| | | | |1|F2|2026-01-08 15:21:01|
1669|5022896|430|83024291|35|02|HERRAJES DE METAL COMUN PARA ASIENTOS|197.50000|490|395|21.56|2.000|6|2.00000|1||1|1||||ZAF|ZAF| | | | |1|F2|2026-01-08 18:10:01|
1680|5005525|230|870840|84|00|UN LOTE DE MATERIAL DE ENSAMBLE|29185.24000|242225500|227644849|12714606.03|7800.000|6|700645.44000|1||1|6||||USA|USA| | | | |1|F2|2026-01-08 13:06:00|
3949|6020001|670|85129007|1323|05|LUZ DE STOP ELEVADA, REFLECTOR,|40.00000|259|240|13.38|6.000|6|0.44258|1||1|1||||TUR|USA| | | | |1|F3|2026-01-13 15:53:00|
3949|5104840|071|83013001|57|00|CERRADURA|3544.00000|3583|3544|197.11|1.000|6|0.54400|1||0|1||RITTAL||DEU|USA| | | | |1|F2|2026-01-14 15:39:02|
3147|6001012|650|40169999|216|07|ELEMENTO PARA EL CONTROL DE LA VIBRACION DE CAUCHO|18.00000|40|36|2.00|2.000|6|0.44600|1||1|6||||POL|USA| | | | |1|F3|2026-01-16 12:14:01|
3147|6001012|650|87083099|206|99|TUBO PREFORMADO PARA FRENOS|232.00000|256|232|13.00|1.000|6|1.00000|6||1|6||||USA|USA| | | | |1|F3|2026-01-16 12:14:01|
3949|5104840|071|84832001|129|00|CHUMACERA CON RODAMIENTO|9600.90000|97074|96009|5340.00|10.000|6|4.53600|1||0|1||||DEU|CAN| | | | |1|F2|2026-01-14 15:39:02|
3949|6020001|670|87081099|1577|00|CUBIERTA, PROLONGACION LAT.PARACHOQUES TRAS., SOPORTE  PARACHOQUES,|1172.16667|7602|7033|391.46|6.000|6|6.00000|6||1|1||||GBR|GBR| | | | |1|F3|2026-01-13 15:53:00|
3949|5104833|071|48171001|31|00|SOBRE|4.95024|105108|103955|5716.20|21000.000|6|216.30000|1||0|1||ANCOR||USA|USA| | | | |1|F2|2026-01-08 18:36:00|
1669|5023619|430|39269020|20|00|EMBLEMAS|144.33333|1073|866|48.32|6.000|6|2.20546|1||1|1||||ESP|GBR| | | | |1|F2|2026-01-08 15:21:01|
3949|5104821|071|87082999|18|99|SALPICADERA IZQUIERDO MAVERICK|245.43182|0|75593|4206.69|308.000|6|308.00000|6||0|0||||USA|USA| | | | |2|A1|2026-01-08 13:26:00|
3949|5005113|160|87089999|66|99|SOPORTE PARA COMPONENTES ELECTRONICOS|58.32983|0|815801|45599.65|13986.000|6|13986.00000|6||0|0||||THA|THA| | | | |2|A1|2026-01-07 13:36:06|
1669|5003243|510|90258099|22|99|SENSOR DE HUMEDAD Y TEMPERATURA|119.60156|0|857304|47919.51|7168.000|6|7168.00000|6||0|0||||CHN|CHN| | | | |2|A1|2026-01-07 17:18:01|
1669|5003141|510|87082999|301|99|TAPON DE FUSION EN CALIENTE|1.00000|1|1|0.08|1.000|6|1.00000|6||1|1||||CHN|CHN| | | | |1|F2|2026-01-07 13:43:01|
1680|5070753|240|850440|2|00|UN LOTE DE MATERIAL DE ENSAMBLE|15084.56000|24076091|22626842|1258501.05|1500.000|6|8164.50000|1||1|6||||USA|USA| | | | |1|F2|2026-01-07 16:56:06|
3949|5005339|160|87082999|75|99|GUIA|7121.50000|0|14243|792.76|2.000|6|2.00000|6||0|0||||PAN|PAN| | | | |2|H1|2026-01-08 17:11:01|
1669|5022896|430|85122002|44|00|CALAVERAS TRASERAS|3192.00000|3956|3192|174.35|1.000|6|1.00000|1||1|1||||ZAF|ZAF| | | | |1|F2|2026-01-08 18:10:01|
1669|5023619|430|87089999|781|99|TUBO RESPIRADERO|60.25000|299|241|13.47|4.000|6|4.00000|6||1|1||||POL|GBR| | | | |1|F2|2026-01-08 15:21:01|
1669|5003140|510|87082999|243|99|CAJA - TUBO DE LLENE DEPOSITO|561.16667|4173|3367|187.56|6.000|6|6.00000|6||1|1||||CHN|THA| | | | |1|F2|2026-01-13 17:37:00|
3949|5104840|071|84818022|121|00|VALVULA NEUMATICA|5545.00000|5606|5545|308.42|1.000|6|0.45300|1||0|1||ROSS||ITA|USA| | | | |1|F2|2026-01-14 15:39:02|
1680|6024616|240|27101902|2|00|ACEITES LUBRICANTES|50.77629|494636|435929|24467.41|8585.287|8|8585.28700|8||0|1||||USA|USA| | | | |1|A1|2026-01-16 16:34:11|
3376|6001547|240|73269099|5|99|UN LOTE RACKS PALLETS SEPARADORES EMBALAJE REUTILIZABLE O ENVASES VACIOS O CONTENIENDO MERCANCIA|18.00000|18|18|1.00|1.000|5|9035.00000|1||1|6||||USA|USA| | | | |1|F2|2026-01-16 10:05:08|
3949|5104840|071|85444299|175|04|CABLES CON CONEXIONES|3253.00000|6578|6506|361.85|2.000|6|0.85300|1||0|1||HEIDENHAIN||DEU|USA| | | | |1|F2|2026-01-14 15:39:02|
3949|6020001|670|87089999|2223|99|TUBO DE RETORNO,|162.20000|1753|1622|90.27|10.000|6|10.00000|6||1|1||||CZE|GBR| | | | |1|F3|2026-01-13 15:53:00|
3147|5038304|470|84099999|2|00|MODULO DE ARBOLES DE LEVAS|1701.79992|0|8250326|459124.33|4848.000|6|26915.58000|1||0|0||||IND|IND| | | | |2|A1|2026-01-08 11:58:02|
3147|5000149|470|391990|2|00|UN LOTE DE MATERIAL DE ENSAMBLE|22.52000|114326|107444|5962.50|4770.000|6|95.04000|1||0|6||||USA|USA| | | | |1|F2|2026-01-08 20:21:01|
3949|5104838|071|85319099|14|00|TORRE PARA SIRENA|926.50000|1874|1853|102.82|2.000|6|0.45300|1||0|1||PATLITE|LR702KTNK|IDN|USA| | | | |1|F2|2026-01-08 19:18:01|
1680|6005532|230|39235001|9|00|TAPONES, TAPAS, CAPSULAS Y DEMAS DISPOSITIVOS DE CIERRE.|0.93000|1085|1030|57.35|1106.000|6|5.25800|1|0|0|6||||BEL|BEL| | | | |1|F3|2026-01-07 17:51:01|
1669|5022897|430|85334091|94|99|RESISTOR|75.50000|749|604|33.68|8.000|6|6.11301|1||1|1||||THA|IND| | | | |1|F2|2026-01-08 11:20:00|
1669|5022897|430|85111003|78|00|BUJIA|28.86000|12519|10101|563.50|350.000|6|223.45892|1||1|1||||MEX|IND| | | | |1|F2|2026-01-08 11:20:00|
1680|5070750|240|731816|5|00|UN LOTE DE MATERIAL DE ENSAMBLE|12.94000|74363|69887|3884.22|5400.000|6|480.60000|1||1|6||||USA|USA| | | | |1|F2|2026-01-07 16:45:04|
1669|5023619|430|39263002|11|01|MOLDURA|372.00000|1844|1488|83.02|4.000|6|4.33021|1||1|1||||TUR|GBR| | | | |1|F2|2026-01-08 15:21:01|
1669|5022897|430|85365099|96|08|INTERRUPTOR|84.33333|627|506|28.22|6.000|6|4.58475|1||1|1||||IND|IND| | | | |1|F2|2026-01-08 11:20:00|
1669|5023619|430|90262099|789|99|CONJ SENSOR - PRESION|316.00000|3133|2528|141.03|8.000|6|8.00000|6||1|1||||HUN|GBR| | | | |1|F2|2026-01-08 15:21:01|
1669|5003140|510|87082907|228|00|CUBIERTA|93.69565|2671|2155|120.06|23.000|6|23.00000|6||1|1||||THA|THA| | | | |1|F2|2026-01-13 17:37:00|
3949|5104840|071|85365099|160|01|INTERRUPTOR DE APROXIMACION|1171.50000|11845|11715|651.60|10.000|6|0.02200|1||0|1||IFM||DEU|USA| | | | |1|F2|2026-01-14 15:39:02|
3147|6001012|650|85366902|106|00|TOMA DE CORRIENTE|214.00000|236|214|12.00|1.000|6|0.17200|1||1|6||||MEX|USA| | | | |1|F3|2026-01-16 12:14:01|
3147|6001012|650|85443099|238|01|ARNES ELECTRICO DE USO AUTOMOTRIZ|53.00000|58|53|3.00|1.000|6|0.32000|1||1|6||||MEX|USA| | | | |1|F3|2026-01-16 12:14:01|
3949|5104840|071|85444299|172|04|CABLES CON CONEXIONES|135.66667|412|407|22.65|3.000|6|0.37500|1||0|1||STARTECH||CHN|USA| | | | |1|F2|2026-01-14 15:39:02|
3949|6020001|670|87083011|1787|00|TUBO FLEXIBLE DE FRENO,|97.50000|211|195|10.88|2.000|6|2.00000|6||1|1||||IND|IND| | | | |1|F3|2026-01-13 15:53:00|
3147|5023951|650|87089999|62|99|SOPORTE PARA CAJA DE CAMBIOS|449.00000|454|449|25.00|1.000|6|1.00000|6||1|6||||USA|USA| | | | |1|F2|2026-01-08 10:28:01|
3147|5000017|521|87088005|14|00|PARTES RECONOCIBLES COMO DISENADOS EXCLUSIVAMENTE PARA SISTEMAS DE SUSPENSION, EXCEPTO LO COMPRENDIDO EN LAS FRACCIONES ARANCELARIAS 8708.80.07, 8708.80.10 Y 8708.80.12.|291.00000|0|291|16.16|1.000|6|1.00000|6|0|0|0||||USA|USA| | | | |2|H1|2026-01-08 17:48:00|
1669|5003141|510|87082999|283|04|MONTAJE DE PANELES - TECHO|924.00000|3436|2772|154.84|3.000|6|3.00000|6||1|1||||CHN|CHN| | | | |1|F2|2026-01-07 13:43:01|
3949|5005113|160|85365099|34|08|INTERRUPTOR PARA MODO DE CONDUCCION|532.03971|0|817213|45678.59|1536.000|6|768.32139|1||0|0||||CHN|CHN| | | | |2|A1|2026-01-07 13:36:06|
3949|5004809|160|830120|10|00|UN LOTE DE MATERIAL DE ENSAMBLE|125.76000|376818|354135|19779.44|2816.000|6|701.18400|1||1|6||||CHN|CHN| | | | |1|F2|2026-01-08 12:55:04|
1669|5003141|510|84212301|126|00|SELLO|7.11765|150|121|6.75|17.000|6|9.51099|1||1|1||||CHN|CHN| | | | |1|F2|2026-01-07 13:43:01|
1680|6005533|230|87089999|47|99|LOS DEMAS PARTES Y ACCESORIOS DE VEHICULOS AUTOMOVILES DE LAS PARTIDAS 8701 A 8705|91.00000|766|728|40.51|8.000|6|8.00000|6|0|0|6||||MEX|USA| | | | |1|F3|2026-01-07 17:26:00|
1669|5023619|430|87081099|398|00|CUBIERTA DE PARACHOQUES|76.45455|1042|841|46.91|11.000|6|11.00000|6||1|1||||DEU|GBR| | | | |1|F2|2026-01-08 15:21:01|
1669|5022897|430|39269099|11|06|EMPAQUETADURA|93.00000|115|93|5.21|1.000|6|1.01035|1||1|1||||IND|IND| | | | |1|F2|2026-01-08 11:20:00|
1680|5005525|230|731210|22|00|UN LOTE DE MATERIAL DE ENSAMBLE|53.00000|771426|724991|40492.80|13680.000|6|2476.08000|1||1|6||||USA|USA| | | | |1|F2|2026-01-08 13:06:00|
3949|6020001|670|87088011|2037|00|GUARDAPOLVO,|17.50000|38|35|1.94|2.000|6|2.00000|6||1|1||||BRA|BRA| | | | |1|F3|2026-01-13 15:53:00|
3949|5104840|071|40169304|20|99|EMPAQUE DE CAUCHO|17.97900|18178|17979|1000.00|1000.000|6|9.07000|1||0|1||||DEU|USA| | | | |1|F2|2026-01-14 15:39:02|
3147|6001012|650|84099199|398|99|CUBIERTA PARA CIGUEÑAL|356.00000|392|356|20.00|1.000|6|0.46300|1||1|6||||USA|USA| | | | |1|F3|2026-01-16 12:14:01|
3147|6001012|650|87089999|378|99|SOPORTES PARA USO EN VEHICULOS|677.00000|746|677|38.00|1.000|6|1.00000|6||1|6||||MEX|USA| | | | |1|F3|2026-01-16 12:14:01|
3949|5104840|071|39174001|5|00|CONECTOR EN T|44.24000|1118|1106|61.50|25.000|6|0.45300|1||0|1||SMC||SGP|USA| | | | |1|F2|2026-01-14 15:39:02|
1669|5003140|510|84145999|111|99|MOTOR ELECTRICO|1087.19231|35034|28267|1574.56|26.000|6|26.00000|6||1|1||||THA|THA| | | | |1|F2|2026-01-13 17:37:00|
1669|5022897|430|87085099|218|99|KIT RACK DE TECHO|164.20000|1018|821|45.80|5.000|6|5.00000|6||1|1||||IND|IND| | | | |1|F2|2026-01-08 11:20:00|
1669|5023619|430|87088005|662|00|LEVA|4.70000|58|47|2.65|10.000|6|10.00000|6||1|1||||ESP|GBR| | | | |1|F2|2026-01-08 15:21:01|
1680|6005538|230|83023091|32|00|LAS DEMAS GUARNICIONES, HERRAJES Y ARTICULOS SIMILARES, PARA VEHICULOS AUTOMOVILES.|110.50000|27108|25746|1432.97|233.000|6|219.35100|1|0|1|6||||USA|USA| | | | |1|F3|2026-01-08 20:51:01|
1680|6005532|230|39269099|29|06|RECONOCIBLES COMO CONCEBIDAS EXCLUSIVAMENTE PARA USO AUTOMOTRIZ.|2.82000|6986|6635|369.31|2356.000|6|27.12300|1|0|1|6||||USA|USA| | | | |1|F3|2026-01-07 17:51:01|
1680|5092188|240|85444299|10|04|CABLE CON CONEXIONES|804.00000|813|804|44.00|1.000|6|0.63500|1||0|1||LUMBERG||MEX|USA| | | | |1|F2|2026-01-08 11:24:02|
1669|5022895|430|87081099|2|00|CUBIERTA|469.00000|581|469|25.56|1.000|6|1.00000|6||1|1||||ARG|ARG| | | | |1|F2|2026-01-07 10:06:00|
1680|6005532|230|87083011|223|00|MANGUERAS DE FRENOS HIDRAULICOS AUTOMOTRICES CON CONEXIONES.|55.05000|47527|45140|2512.40|820.000|6|820.00000|6|0|0|6||||DEU|DEU| | | | |1|F3|2026-01-07 17:51:01|
1669|5023619|430|87082999|502|99|MOLDURA PARABRISAS|219.00000|271|219|12.24|1.000|6|1.00000|6||1|1||||TUR|GBR| | | | |1|F2|2026-01-08 15:21:01|
1669|5022896|430|39263002|11|01|MOLDURA DE PLASTICO PARA CARROCERIA|22.25000|110|89|4.88|4.000|6|4.00000|1||1|1||||ZAF|ZAF| | | | |1|F2|2026-01-08 18:10:01|
3949|5000172|672|84836099|10|00|ARO DENTADO|337.00000|0|337|18.74|1.000|6|3.65000|1||0|0||||CAN|CAN| | | | |2|H1|2026-01-07 13:21:01|
3949|6020001|670|84159002|856|99|CONDENSADOR, TUBERIA,|508.00000|1098|1016|56.53|2.000|6|0.80000|1||1|1||||IND|USA| | | | |1|F3|2026-01-13 15:53:00|
3949|5104840|071|84669399|92|02|JUEGOS DE PROTECTOR CON ACCESORIOS PARA ENSAMBLE. 3 PIEZAS|35562.83333|215743|213377|11868.00|6.000|12|40.82400|1||0|1||||CZE|USA| | | | |1|F2|2026-01-14 15:39:02|
3147|6001012|650|87082999|248|99|SOPORTE DE ARNES|89.00000|98|89|5.00|1.000|6|1.00000|6||1|6||||MEX|USA| | | | |1|F3|2026-01-16 12:14:01|
3147|6001012|650|83023091|451|00|HERRAJE DE BLOQUEO|14.00000|15|14|0.80|1.000|6|0.11000|1||1|6||||USA|USA| | | | |1|F3|2026-01-16 12:14:01|
3949|5104840|071|73182999|47|99|TOPE|559.71429|3961|3918|217.91|7.000|6|0.00800|1||0|1||||DEU|USA| | | | |1|F2|2026-01-14 15:39:02|
3949|6020001|670|84137099|806|99|BOMBA,|548.57143|4151|3840|213.74|7.000|6|7.00000|6||1|1||||MEX|USA| | | | |1|F3|2026-01-13 15:53:00|
3949|5005114|160|73181606|14|03|TUERCA|4.90840|0|317451|17668.84|64675.000|6|2699.40587|1||0|0||||VNM|VNM| | | | |2|H1|2026-01-08 09:55:01|
1669|5023619|430|73181599|120|03|TORNILLOS PARA USO AUTOMOTRIZ|7.33333|109|88|4.93|12.000|6|1.16761|1||1|1||||ESP|GBR| | | | |1|F2|2026-01-08 15:21:01|
3949|5005339|160|87082999|35|99|MOLDURA|823.00000|0|823|45.83|1.000|6|1.00000|6||0|0||||PAN|PAN| | | | |2|H1|2026-01-08 17:11:01|
3949|5005339|160|40169304|38|01|PORTALON TRASERO|408.00000|0|408|22.71|1.000|6|1.39130|1||0|0||||PAN|PAN| | | | |2|H1|2026-01-08 17:11:01|
1669|5023619|430|85437099|374|99|SENSOR PARA ACCIONAMIENTO ELECTRICO|71.22449|8651|6980|389.40|98.000|6|98.00000|6||1|1||||ROM|GBR| | | | |1|F2|2026-01-08 15:21:01|
3949|5005339|160|40169304|6|01|JUNTA-ABERTURA DE TECHO|1068.00000|0|1068|59.42|1.000|6|1.39130|1||0|0||||PAN|PAN| | | | |2|H1|2026-01-08 17:11:01|
1680|6005532|230|85114004|122|03|MOTORES DE ARRANQUE, CON CAPACIDAD INFERIOR A 24 V Y CON PESO INFERIOR A 15 KG.|723.55000|15237|14471|805.45|20.000|6|20.00000|6|0|1|6||||JPN|USA| | | | |1|F3|2026-01-07 17:51:01|
1669|5022895|430|94019999|55|01|FUNDA - COJIN ASIENTO|223.50000|554|447|24.36|2.000|6|1.00000|1||1|1||||ARG|ARG| | | | |1|F2|2026-01-07 10:06:00|
1669|5023619|430|73181599|115|03|TORNILLO DE CABEZA HEXAGONAL|4.29167|128|103|5.72|24.000|6|3.18481|1||1|1||||DEU|GBR| | | | |1|F2|2026-01-08 15:21:01|
1669|5003141|510|87084007|316|00|PARTE PARA CAJA DE CAMBIOS MECANICA|122.62500|1216|981|54.78|8.000|6|8.00000|6||1|1||||CHN|CHN| | | | |1|F2|2026-01-07 13:43:01|
3949|6020001|670|87088005|2004|00|PLACA DE MONTAJE AMORTIGUADOR,|119.27273|1418|1312|73.04|11.000|6|11.00000|6||1|1||||ROM|USA| | | | |1|F3|2026-01-13 15:53:00|
3949|5104840|071|85437099|169|99|DECODIFICADOR|81520.50000|164849|163041|9068.30|2.000|6|2.00000|6||0|1||HEIDENHAIN||DEU|USA| | | | |1|F2|2026-01-14 15:39:02|
1680|6002486|800|76061299|1|00|HOJAS DE LAMINA DE ALUMINIO|283.98571|1391530|1391530|78102.57|4900.000|6|34187.30000|1||0|1||||USA|USA| | | | |1|F3|2026-01-16 15:38:02|
3147|6001012|650|39269099|446|06|SEGURO DE PLASTICO|9.00000|10|9|0.50|1.000|6|0.01000|1||1|6||||USA|USA| | | | |1|F3|2026-01-16 12:14:01|
3949|5104840|071|85361003|154|00|FUSIBLE|6365.66667|19309|19097|1062.15|3.000|6|0.31200|1||0|1||EATON||HUN|USA| | | | |1|F2|2026-01-14 15:39:02|
3949|6020001|670|84841001|1141|00|JUNTA,|49.00000|53|49|2.73|1.000|6|0.06000|1||1|1||||JPN|USA| | | | |1|F3|2026-01-13 15:53:00|
1669|5003141|510|87089999|364|99|SOPORTE|100.50000|249|201|11.21|2.000|6|2.00000|6||1|1||||CHN|CHN| | | | |1|F2|2026-01-07 13:43:01|
1669|5023619|430|90303391|797|99|SISTEMA DE GESTION DE BATERIA|355.66667|5290|4268|238.13|12.000|6|12.00000|6||1|1||||HUN|GBR| | | | |1|F2|2026-01-08 15:21:01|
1680|5005525|230|870870|85|00|UN LOTE DE MATERIAL DE ENSAMBLE|1099.18000|21695785|20389815|1138828.62|18550.000|6|224948.27000|1||1|6||||USA|USA| | | | |1|F2|2026-01-08 13:06:00|
